,taxon_name_w_authors,202204_accepted_name_w_author,202312_taxon_name_w_authors,202312_chained_accepted_name_w_author,202312_chained_accepted_species,202312_direct_accepted_name_w_author,202312_direct_accepted_species
count,34621,34621,34621,34621,34374,34621,34420
unique,34621,11570,11570,11492,10753,13448,12131
top,Lalexia Luer,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha,Koeleria macrantha subsp. macrantha ,Koeleria macrantha
freq,1,163,163,163,163,158,160
