,201807_201905,Percentages
original_names,1051028,100.0
total_disagreements,3,0.0002854348314221886
species_disagreements,3,0.0002854348314221886
genus_disagreements,2,0.00019028988761479238
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
