,taxon_name_w_authors,201807_accepted_name_w_author,202312_taxon_name_w_authors,202312_chained_accepted_name_w_author,202312_chained_accepted_species,202312_direct_accepted_name_w_author,202312_direct_accepted_species
count,54960,54960,54960,54960,54282,54960,54758
unique,54960,17182,17182,17069,16348,20349,18473
top,Squamellaria Becc.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa (L.) P.Beauv.,Deschampsia cespitosa,Koeleria macrantha subsp. macrantha ,Deschampsia cespitosa
freq,1,207,207,207,207,184,204
