,taxon_name_w_authors,202204_accepted_name_w_author,202406_taxon_name_w_authors,202406_chained_accepted_name_w_author,202406_chained_accepted_species,202406_direct_accepted_name_w_author,202406_direct_accepted_species
count,44026,44026,44026,44026,43741,44026,43801
unique,44026,13785,13785,13688,12892,15951,14372
top,Lalexia Luer,Mentha longifolia (L.) L.,Mentha longifolia (L.) L.,Mentha longifolia (L.) L.,Mentha longifolia,Mentha longifolia subsp. longifolia ,Mentha longifolia
freq,1,239,239,239,239,240,240
