,202204_202406,Percentages
original_names,1252629,100.0
total_disagreements,44026,3.514687908391072
species_disagreements,14346,1.1452712654744541
genus_disagreements,3664,0.292504803896445
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
