,taxon_name_w_authors,202306_accepted_name_w_author,202312_taxon_name_w_authors,202312_chained_accepted_name_w_author,202312_chained_accepted_species,202312_direct_accepted_name_w_author,202312_direct_accepted_species
count,20790,20790,20790,20790,20623,20790,20669
unique,20790,7544,7544,7500,6904,9360,7955
top,Duttonia F.Muell.,Ulmus minor Mill.,Ulmus minor Mill.,Ulmus minor Mill.,Ulmus minor,Ulmus minor subsp. minor ,Ulmus minor
freq,1,94,94,94,94,87,87
