,202306_202312,Percentages
original_names,1335672,100.0
total_disagreements,20790,1.5565198641582665
species_disagreements,9575,0.716867614204685
genus_disagreements,3394,0.2541043010559479
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
