,202312_202412,Percentages
original_names,1382655,100.0
total_disagreements,22225,1.6074147202302815
species_disagreements,7671,0.5548021740781323
genus_disagreements,1419,0.10262863838050706
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
