,taxon_name_w_authors,202312_accepted_name_w_author,202412_taxon_name_w_authors,202412_chained_accepted_name_w_author,202412_chained_accepted_species,202412_direct_accepted_name_w_author,202412_direct_accepted_species,202412_chained_accepted_genus,202412_direct_accepted_genus
392,Helmiopsis linearifolia subsp. sely (Arènes) Skema,Helmiopsis linearifolia (Hochr.) Skema,Helmiopsis linearifolia (Hochr.) Skema,Eriolaena linearifolia (Hochr.) Dorr,Eriolaena linearifolia,Eriolaena rigida (Baill.) Dorr,Eriolaena rigida,Eriolaena,Eriolaena
650,Hieracium furcatum subsp. flocciferum Nägeli & Peter,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia,Pilosella sphaerocephala (Froel. ex Rchb.) F.W.Schultz & Sch.Bip.,Pilosella sphaerocephala,Pilosella,Pilosella
842,Pilosella sphaerocephala (Froel. ex Rchb.) F.W.Schultz & Sch.Bip.,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia,Pilosella sphaerocephala (Froel. ex Rchb.) F.W.Schultz & Sch.Bip.,Pilosella sphaerocephala,Pilosella,Pilosella
853,Hieracium sachokianum Kem.-Nath.,Pilosella setigera Fr.,Pilosella setigera Fr.,Pilosella cymosa (L.) F.W.Schultz & Sch.Bip.,Pilosella cymosa,Pilosella visianii F.W.Schultz & Sch.Bip.,Pilosella visianii,Pilosella,Pilosella
952,Crepis hypochaeridea subsp. rhodesica Babc.,Crepis hypochoeridea Thell.,Crepis hypochoeridea Thell.,Crepis hypochoeridea Thell.,Crepis hypochoeridea,Crepis hypochaeridea (DC.) Thell.,Crepis hypochaeridea,Crepis,Crepis
1687,Picris spinosa Poir.,Helminthotheca echioides (L.) Holub,Helminthotheca echioides (L.) Holub,Helminthotheca echioides (L.) Holub,Helminthotheca echioides,Helminthotheca spinosa (DC.) Talavera & Tremetsberger,Helminthotheca spinosa,Helminthotheca,Helminthotheca
1735,Hieracium dmitrovense (Peter) Üksip,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia,Pilosella,Pilosella
1769,Leontodon major Mérat,Leontodon hispidus L.,Leontodon hispidus L.,Leontodon hispidus L.,Leontodon hispidus,Leontodon saxatilis subsp. rothii Maire,Leontodon saxatilis,Leontodon,Leontodon
1890,Hieracium durisetum (Nägeli & Peter) Üksip,Pilosella setigera Fr.,Pilosella setigera Fr.,Pilosella cymosa (L.) F.W.Schultz & Sch.Bip.,Pilosella cymosa,Pilosella cymosiformis (Froel.) Gottschl.,Pilosella cymosiformis,Pilosella,Pilosella
2105,Apargia nudicaulis Britton,Leontodon saxatilis subsp. saxatilis ,Leontodon saxatilis subsp. saxatilis ,Leontodon saxatilis subsp. saxatilis ,Leontodon saxatilis,Leontodon crispus Vill.,Leontodon crispus,Leontodon,Leontodon
2489,Gundelia glabra Mill.,Gundelia tournefortii L.,Gundelia tournefortii L.,Gundelia tournefortii L.,Gundelia tournefortii,Gundelia glabra Mill.,Gundelia glabra,Gundelia,Gundelia
2503,Hedypnois pendula Willd.,Hedypnois rhagadioloides (L.) F.W.Schmidt,Hedypnois rhagadioloides (L.) F.W.Schmidt,Hedypnois rhagadioloides (L.) F.W.Schmidt,Hedypnois rhagadioloides,Hedypnois pendula Willd.,Hedypnois pendula,Hedypnois,Hedypnois
2672,Hieracium melanophaeum (Nägeli & Peter) Prain,Pilosella piloselloides subsp. praealta (Gochnat) S.Bräut. & Greuter,Pilosella piloselloides subsp. praealta (Gochnat) S.Bräut. & Greuter,Pilosella piloselloides subsp. praealta (Gochnat) S.Bräut. & Greuter,Pilosella piloselloides,Hieracium chondrillifolium subsp. melanophaeum (Nägeli & Peter) Zahn,Hieracium chondrillifolium,Pilosella,Hieracium
2785,Hieracium brachiatum subsp. tephroleucum Nägeli & Peter,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia,Pilosella,Pilosella
2879,Scorzonera lasiospora Boiss. & Balansa,Scorzonera latifolia DC.,Scorzonera latifolia DC.,Scorzonera latifolia DC.,Scorzonera latifolia,"Gelasia latifolia (Fisch. & C.A.Mey.) Zaika, Sukhor. & N.Kilian",Gelasia latifolia,Scorzonera,Gelasia
2987,Leontodon carreiroi (Gand.) Palhinha,Leontodon filii (Hochst. ex Seub.) Paiva & Ormonde,Leontodon filii (Hochst. ex Seub.) Paiva & Ormonde,Leontodon filii (Hochst. ex Seub.) Paiva & Ormonde,Leontodon filii,Leontodon carreiroi (Gand.) Palhinha,Leontodon carreiroi,Leontodon,Leontodon
3168,Crepis caudicaulis Babc.,Crepis hypochoeridea Thell.,Crepis hypochoeridea Thell.,Crepis hypochoeridea Thell.,Crepis hypochoeridea,Crepis hypochaeridea (DC.) Thell.,Crepis hypochaeridea,Crepis,Crepis
3731,Hieracium cymosum subsp. pubescens Fr.,Pilosella cymosa subsp. vaillantii (Tausch) S.Bräut. & Greuter,Pilosella cymosa subsp. vaillantii (Tausch) S.Bräut. & Greuter,Pilosella cymosa subsp. vaillantii (Tausch) S.Bräut. & Greuter,Pilosella cymosa,Pilosella vaillantii (Tausch) Soják,Pilosella vaillantii,Pilosella,Pilosella
3880,Hieracium rhodopeum Griseb.,Pilosella alpicola F.W.Schultz & Sch.Bip.,Pilosella alpicola F.W.Schultz & Sch.Bip.,Pilosella alpicola F.W.Schultz & Sch.Bip.,Pilosella alpicola,Pilosella rhodopea (Griseb.) Szeląg,Pilosella rhodopea,Pilosella,Pilosella
4037,Crepis kochii Tchich.,Crepis multicaulis Ledeb.,Crepis multicaulis Ledeb.,Crepis multicaulis Ledeb.,Crepis multicaulis,Crepis sancta (L.) Bornm.,Crepis sancta,Crepis,Crepis
4265,Taraxacum lacerilobum Dahlst.,Taraxacum acrolobum Dahlst.,Taraxacum acrolobum Dahlst.,Taraxacum paradoxum Palmgr.,Taraxacum paradoxum,Taraxacum macrolobum Dahlst.,Taraxacum macrolobum,Taraxacum,Taraxacum
4295,Hieracium psilobrachion (Woronow & Zahn) Üksip,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia,Pilosella,Pilosella
4454,Picridium macrophyllum Vis. & Pančić,Reichardia dichotoma Freyn,Reichardia dichotoma Freyn,Reichardia dichotoma Freyn,Reichardia dichotoma,Reichardia macrophylla Vis. & Pančić,Reichardia macrophylla,Reichardia,Reichardia
4496,Tragopogon dshimilensis K.Koch,Tragopogon porrifolius subsp. longirostris (Sch.Bip.) Greuter,Tragopogon porrifolius subsp. longirostris (Sch.Bip.) Greuter,Tragopogon coelesyriacus Boiss.,Tragopogon coelesyriacus,Tragopogon dshimilensis K.Koch,Tragopogon dshimilensis,Tragopogon,Tragopogon
4938,Hieracium brachiatum Bertero ex DC.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia,Pilosella,Pilosella
5173,Taraxacum praecox Schischk.,Taraxacum monochlamydeum Hand.-Mazz.,Taraxacum monochlamydeum Hand.-Mazz.,Taraxacum monochlamydeum Hand.-Mazz.,Taraxacum monochlamydeum,Taraxacum fedtschenkoi Hand.-Mazz.,Taraxacum fedtschenkoi,Taraxacum,Taraxacum
