,taxon_name_w_authors,v10_11_12_13_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species,v14_chained_accepted_genus,v14_direct_accepted_genus
840873,Friesodielsia discostigma (Diels) Steenis,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana,Afroguatteria discostigma (Diels) X.Guo & R.M.K.Saunders,Afroguatteria discostigma,Monanthotaxis,Afroguatteria
840874,Cleistopholis discostigma Diels,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana,Afroguatteria discostigma (Diels) X.Guo & R.M.K.Saunders,Afroguatteria discostigma,Monanthotaxis,Afroguatteria
840875,Afroguatteria discostigma (Diels) X.Guo & R.M.K.Saunders,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana,Afroguatteria discostigma (Diels) X.Guo & R.M.K.Saunders,Afroguatteria discostigma,Monanthotaxis,Afroguatteria
849412,Cousinia horridula Juz.,"Arctium horrescens (Juz.) S.López, Romasch., Susanna & N.Garcia","Arctium horrescens (Juz.) S.López, Romasch., Susanna & N.Garcia","Arctium horrescens (Juz.) S.López, Romasch., Susanna & N.Garcia",Arctium horrescens,Cousinia horridula Juz.,Cousinia horridula,Arctium,Cousinia
850600,Centaurea carthamoides Chevall.,Centaurea albonitens Turrill,Centaurea albonitens Turrill,Centaurea albonitens Turrill,Centaurea albonitens,Phonus lanatus (L.) Hill,Phonus lanatus,Centaurea,Phonus
852251,Vernonia floribunda Kunth,Vernonanthura patens (Kunth) H.Rob.,Vernonanthura patens (Kunth) H.Rob.,Vernonanthura patens (Kunth) H.Rob.,Vernonanthura patens,Critoniopsis floribunda (Kunth) H.Rob.,Critoniopsis floribunda,Vernonanthura,Critoniopsis
852779,Oliganthes jelskii Hieron.,Critoniopsis jelskii (Hieron.) H.Rob.,Critoniopsis jelskii (Hieron.) H.Rob.,Critoniopsis jelskii (Hieron.) H.Rob.,Critoniopsis jelskii,Grosvenoria jelskii (Hieron.) R.M.King & H.Rob.,Grosvenoria jelskii,Critoniopsis,Grosvenoria
852782,Grosvenoria jelskii (Hieron.) R.M.King & H.Rob.,Critoniopsis jelskii (Hieron.) H.Rob.,Critoniopsis jelskii (Hieron.) H.Rob.,Critoniopsis jelskii (Hieron.) H.Rob.,Critoniopsis jelskii,Grosvenoria jelskii (Hieron.) R.M.King & H.Rob.,Grosvenoria jelskii,Critoniopsis,Grosvenoria
860451,Xeranthemum ciliatum L.,Cullumia decurrens Less.,Cullumia decurrens Less.,Cullumia decurrens Less.,Cullumia decurrens,Polyarrhena reflexa subsp. reflexa,Polyarrhena reflexa,Cullumia,Polyarrhena
861177,Sonchus strictus Pau,Rainiera stricta (Greene) Greene,Rainiera stricta (Greene) Greene,Rainiera stricta (Greene) Greene,Rainiera stricta,Sonchus leptocephalus Cass.,Sonchus leptocephalus,Rainiera,Sonchus
862565,Doronicum japonicum Lam.,Gynura japonica (Thunb.) Juel,Gynura japonica (Thunb.) Juel,Gynura japonica (Thunb.) Juel,Gynura japonica,Ligularia japonica var. japonica,Ligularia japonica,Gynura,Ligularia
862911,Senecio depilis Phil.,Dendrophorbium americanum (L.f.) C.Jeffrey,Dendrophorbium americanum (L.f.) C.Jeffrey,Dendrophorbium americanum (L.f.) C.Jeffrey,Dendrophorbium americanum,Acrisione denticulata var. denticulata,Acrisione denticulata,Dendrophorbium,Acrisione
863061,Cacalia cinerarioides Kunth,Aetheolaena senecioides (Kunth) B.Nord.,Aetheolaena senecioides (Kunth) B.Nord.,Aetheolaena senecioides (Kunth) B.Nord.,Aetheolaena senecioides,Senecio bonplandianus DC.,Senecio bonplandianus,Aetheolaena,Senecio
865103,Gnaphalium javanicum Reinw. ex Blume,Pseudognaphalium affine (D.Don) Anderb.,Pseudognaphalium affine (D.Don) Anderb.,Pseudognaphalium affine (D.Don) Anderb.,Pseudognaphalium affine,Anaphalis javanica (Reinw. ex Blume) Martelli,Anaphalis javanica,Pseudognaphalium,Anaphalis
865322,Gnaphalium dealbatum var. luteofuscum (Webb) Lobin,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum,Pseudognaphalium luteoalbum (L.) Hilliard & B.L.Burtt,Pseudognaphalium luteoalbum,Vellereophyton,Pseudognaphalium
865323,Gnaphalium luteofuscum Webb,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum,Pseudognaphalium luteoalbum (L.) Hilliard & B.L.Burtt,Pseudognaphalium luteoalbum,Vellereophyton,Pseudognaphalium
865452,Gnaphalium lanatum G.Forst.,Euchiton involucratus (G.Forst.) Holub,Euchiton involucratus (G.Forst.) Holub,Euchiton involucratus (G.Forst.) Holub,Euchiton involucratus,"Pseudognaphalium lanatum (G.Forst.) Smissen, Breitw. & de Lange",Pseudognaphalium lanatum,Euchiton,Pseudognaphalium
867175,Aster praecox Mill.,Aster pyrenaeus Desf. ex DC.,Aster pyrenaeus Desf. ex DC.,Eurybia sibirica (L.) G.L.Nesom,Eurybia sibirica,Aster praecox Mill.,Aster praecox,Eurybia,Aster
867207,Leysera pilosella Thunb.,Afroaster hispidus (Thunb.) J.C.Manning & Goldblatt,Afroaster hispidus (Thunb.) J.C.Manning & Goldblatt,Afroaster hispidus (Thunb.) J.C.Manning & Goldblatt,Afroaster hispidus,Zyrphelis pilosella (Thunb.) Kuntze,Zyrphelis pilosella,Afroaster,Zyrphelis
871633,Leucanthemum vulgare subsp. discoideum Arcang.,Leucanthemum virgatum (Desr.) Clos,Leucanthemum virgatum (Desr.) Clos,Leucanthemum virgatum (Desr.) Clos,Leucanthemum virgatum,Plagius grandis (L.) Alavi & Heywood,Plagius grandis,Leucanthemum,Plagius
871698,Leucanthemum fontanesii Boiss. & Reut.,Plagius maghrebinus Vogt & Greuter,Plagius maghrebinus Vogt & Greuter,Plagius maghrebinus Vogt & Greuter,Plagius maghrebinus,Leucanthemum virgatum (Desr.) Clos,Leucanthemum virgatum,Plagius,Leucanthemum
878766,Eupatorium decipiens Hook. & Arn.,Ophryosporus triangularis Meyen,Ophryosporus triangularis Meyen,Ophryosporus triangularis Meyen,Ophryosporus triangularis,Heterocondylus decipiens (Hook. & Arn.) R.M.King & H.Rob.,Heterocondylus decipiens,Ophryosporus,Heterocondylus
883193,Vittaria lunulata Roxb.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata,Lindsaea parasitica (Roxb.) Wall. ex Hieron.,Lindsaea parasitica,Nesolindsaea,Lindsaea
883195,Lindsaea scandens Hook.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata,Lindsaea scandens Hook.,Lindsaea scandens,Nesolindsaea,Lindsaea
883196,Vittaria parasitica Roxb.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata,Lindsaea parasitica (Roxb.) Wall. ex Hieron.,Lindsaea parasitica,Nesolindsaea,Lindsaea
883197,Lindsaea bipinnata Roxb.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata,Lindsaea parasitica (Roxb.) Wall. ex Hieron.,Lindsaea parasitica,Nesolindsaea,Lindsaea
884031,Lindsaea alexandri var. bipinnata Hillebr.,Asplenium dielerectum Viane,Asplenium dielerectum Viane,Asplenium dielerectum Viane,Asplenium dielerectum,Lindsaea knudsenii Hillebr.,Lindsaea knudsenii,Asplenium,Lindsaea
884237,Trichomanes obtusum (Copel.) C.V.Morton,Hymenophyllum obtusum Hook. & Arn.,Hymenophyllum obtusum Hook. & Arn.,Hymenophyllum obtusum Hook. & Arn.,Hymenophyllum obtusum,Trichomanes maximum Blume,Trichomanes maximum,Hymenophyllum,Trichomanes
888454,Dryopteris strigosa (Willd.) C.Chr.,Ctenitis crinita (Poir.) Ching,Ctenitis crinita (Poir.) Ching,Ctenitis crinita (Poir.) Ching,Ctenitis crinita,Thelypteris strigosa (Willd.) Tardieu,Thelypteris strigosa,Ctenitis,Thelypteris
889911,Stenochlaena leptocarpa (Fée) Underw.,Lomariopsis spectabilis Mett.,Lomariopsis spectabilis Mett.,Lomariopsis spectabilis Mett.,Lomariopsis spectabilis,Teratophyllum leptocarpum (Fée) Holttum,Teratophyllum leptocarpum,Lomariopsis,Teratophyllum
891508,Goniophlebium elatum Fée,Serpocaulon dissimile (L.) A.R.Sm.,Serpocaulon dissimile (L.) A.R.Sm.,Serpocaulon dissimile (L.) A.R.Sm.,Serpocaulon dissimile,Pecluma dulcis (Poir.) F.C.Assis & Salino,Pecluma dulcis,Serpocaulon,Pecluma
891693,Polypodium mollendense Maxon,Pleopeltis masafuerae (Phil.) de la Sota,Pleopeltis masafuerae (Phil.) de la Sota,Pleopeltis masafuerae (Phil.) de la Sota,Pleopeltis masafuerae,Polypodium mollendense Maxon,Polypodium mollendense,Pleopeltis,Polypodium
892369,Alsophila gazellae Kuhn,Sphaeropteris lunulata (G.Forst.) R.M.Tryon,Sphaeropteris lunulata (G.Forst.) R.M.Tryon,Sphaeropteris lunulata (G.Forst.) R.M.Tryon,Sphaeropteris lunulata,Pleocnemia cumingiana C.Presl,Pleocnemia cumingiana,Sphaeropteris,Pleocnemia
892520,Cyathea remotifolia Bonap.,Alsophila simulans Baker,Alsophila simulans Baker,Alsophila simulans Baker,Alsophila simulans,Cyathea remotifolia Bonap.,Cyathea remotifolia,Alsophila,Cyathea
898597,Cyathea nigrescens (Hook.) J.Sm.,Thelypteris woodlarkensis (Copel.) Christenh.,Thelypteris woodlarkensis (Copel.) Christenh.,Thelypteris woodlarkensis (Copel.) Christenh.,Thelypteris woodlarkensis,Alsophila woodwardioides (Kaulf.) D.S.Conant,Alsophila woodwardioides,Thelypteris,Alsophila
900263,Anemone soyensis H.Boissieu,Anemonastrum flaccidum (Fr.Schmidt) Mosyakin,Anemonastrum flaccidum (Fr.Schmidt) Mosyakin,Anemonastrum flaccidum (Fr.Schmidt) Mosyakin,Anemonastrum flaccidum,Anemone soyensis H.Boissieu,Anemone soyensis,Anemonastrum,Anemone
902484,Seriphium corymbiferum L.,Myrovernix gnaphaloides (L.) Koek.,Myrovernix gnaphaloides (L.) Koek.,Myrovernix gnaphaloides (L.) Koek.,Myrovernix gnaphaloides,Stoebe gomphrenoides P.J.Bergius,Stoebe gomphrenoides,Myrovernix,Stoebe
907749,Cytisus lotoides Pourr.,Chamaecytisus supinus subsp. supinus,Chamaecytisus supinus subsp. supinus,Chamaecytisus supinus subsp. supinus,Chamaecytisus supinus,Cytisus lotoides Pourr.,Cytisus lotoides,Chamaecytisus,Cytisus
907756,Chamaecytisus supinus var. gallicus (A.Kern. ex Willk. & Lange) C.Vicioso,Chamaecytisus supinus subsp. supinus,Chamaecytisus supinus subsp. supinus,Chamaecytisus supinus subsp. supinus,Chamaecytisus supinus,Cytisus lotoides Pourr.,Cytisus lotoides,Chamaecytisus,Cytisus
907763,Cytisus supinus var. gallicus (A.Kern. ex Willk. & Lange) Briq.,Chamaecytisus supinus subsp. supinus,Chamaecytisus supinus subsp. supinus,Chamaecytisus supinus subsp. supinus,Chamaecytisus supinus,Cytisus lotoides Pourr.,Cytisus lotoides,Chamaecytisus,Cytisus
907958,Cytisus benehoavensis (Bolle) Svent.,Cytisus scoparius subsp. scoparius,Cytisus scoparius subsp. scoparius,Cytisus scoparius subsp. scoparius,Cytisus scoparius,Genista benehoavensis (Bolle) del Arco,Genista benehoavensis,Cytisus,Genista
909732,Nanophyton acutum (L.) Druce,Nanophyton erinaceum subsp. erinaceum,Nanophyton erinaceum subsp. erinaceum,Nanophyton erinaceum subsp. erinaceum,Nanophyton erinaceum,Polycnemum majus A.Braun ex Bogenh.,Polycnemum majus,Nanophyton,Polycnemum
909742,Camphorosma acuta L.,Nanophyton erinaceum subsp. erinaceum,Nanophyton erinaceum subsp. erinaceum,Nanophyton erinaceum subsp. erinaceum,Nanophyton erinaceum,Polycnemum majus A.Braun ex Bogenh.,Polycnemum majus,Nanophyton,Polycnemum
910848,Sedum griffithii C.B.Clarke,Rosularia adenotricha subsp. adenotricha,Rosularia adenotricha subsp. adenotricha,Rosularia adenotricha subsp. adenotricha,Rosularia adenotricha,Sedum griffithii C.B.Clarke,Sedum griffithii,Rosularia,Sedum
913268,Cardamine laevigata (Willd.) Bubani,Sisymbrella aspera subsp. aspera,Sisymbrella aspera subsp. aspera,Sisymbrella aspera subsp. aspera,Sisymbrella aspera,Diplotaxis tenuifolia (L.) DC.,Diplotaxis tenuifolia,Sisymbrella,Diplotaxis
913272,Nasturtium asperum var. laevigatum (Willd.) E.Fourn.,Sisymbrella aspera subsp. aspera,Sisymbrella aspera subsp. aspera,Sisymbrella aspera subsp. aspera,Sisymbrella aspera,Diplotaxis tenuifolia (L.) DC.,Diplotaxis tenuifolia,Sisymbrella,Diplotaxis
913274,Nasturtium asperum subsp. laevigatum (Willd.) Virot,Sisymbrella aspera subsp. aspera,Sisymbrella aspera subsp. aspera,Sisymbrella aspera subsp. aspera,Sisymbrella aspera,Diplotaxis tenuifolia (L.) DC.,Diplotaxis tenuifolia,Sisymbrella,Diplotaxis
913276,Sisymbrium laevigatum Willd.,Sisymbrella aspera subsp. aspera,Sisymbrella aspera subsp. aspera,Sisymbrella aspera subsp. aspera,Sisymbrella aspera,Diplotaxis tenuifolia (L.) DC.,Diplotaxis tenuifolia,Sisymbrella,Diplotaxis
914816,Olmedia grandifolia Trécul,Maquira guianensis subsp. guianensis,Maquira guianensis subsp. guianensis,Maquira guianensis subsp. guianensis,Maquira guianensis,Perebea guianensis subsp. guianensis,Perebea guianensis,Maquira,Perebea
920029,Abelmoschus palustris (L.) Walp.,Abelmoschus moschatus subsp. moschatus,Abelmoschus moschatus subsp. moschatus,Abelmoschus moschatus subsp. moschatus,Abelmoschus moschatus,Hibiscus moscheutos subsp. moscheutos,Hibiscus moscheutos,Abelmoschus,Hibiscus
921454,Erysimum wettsteinianum Kuntze,Arabis alpina subsp. alpina,Arabis alpina subsp. alpina,Arabis alpina subsp. alpina,Arabis alpina,Erysimum sylvestre subsp. sylvestre,Erysimum sylvestre,Arabis,Erysimum
923257,Cardamine nasturtiifolia Steud.,Cardamine pratensis subsp. pratensis,Cardamine pratensis subsp. pratensis,Cardamine pratensis subsp. pratensis,Cardamine pratensis,Rorippa bonariensis var. bonariensis,Rorippa bonariensis,Cardamine,Rorippa
929424,Ilex ligustrina var. minutiflora (A.Rich.) Loes.,Ilex vomitoria subsp. vomitoria,Ilex vomitoria subsp. vomitoria,Ilex vomitoria subsp. vomitoria,Ilex vomitoria,Banara minutiflora (A.Rich.) Sleumer,Banara minutiflora,Ilex,Banara
929475,Ilex cuneifolia Hook.,Jodina rhombifolia subsp. rhombifolia,Jodina rhombifolia subsp. rhombifolia,Jodina rhombifolia subsp. rhombifolia,Jodina rhombifolia,Ilex obcordata var. obcordata,Ilex obcordata,Jodina,Ilex
930128,Carduus cynaroides Lam.,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus,Lamyropsis cynaroides (Lam.) Dittrich,Lamyropsis cynaroides,Cynara,Lamyropsis
930131,Chamaepeuce cynaroides (Lam.) DC.,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus,Lamyropsis cynaroides (Lam.) Dittrich,Lamyropsis cynaroides,Cynara,Lamyropsis
930134,Carduus cynara E.H.L.Krause,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus,Lamyropsis cynaroides (Lam.) Dittrich,Lamyropsis cynaroides,Cynara,Lamyropsis
930920,Carduus horridus Adams,Centaurea benedicta var. benedicta,Centaurea benedicta var. benedicta,Centaurea benedicta var. benedicta,Centaurea benedicta,Cirsium pugnax Sommier & Levier,Cirsium pugnax,Centaurea,Cirsium
930967,Vernonia apocynifolia Baker,Cyanthillium cinereum var. cinereum,Cyanthillium cinereum var. cinereum,Cyanthillium cinereum var. cinereum,Cyanthillium cinereum,"Humbertacalia apocynifolia (Baker) Rabarim., Callm. & J.Calvo",Humbertacalia apocynifolia,Cyanthillium,Humbertacalia
933885,Tutuca fistulosa Molina,Senecio fistulosus var. fistulosus,Senecio fistulosus var. fistulosus,Senecio fistulosus var. fistulosus,Senecio fistulosus,Chusquea culeou É.Desv.,Chusquea culeou,Senecio,Chusquea
935375,Asplenium bidentatum Willd.,Asplenium erosum var. erosum,Asplenium erosum var. erosum,Asplenium erosum var. erosum,Asplenium erosum,Hymenasplenium laetum (Sw.) L.Regalado & Prada,Hymenasplenium laetum,Asplenium,Hymenasplenium
938020,Galactia formosa (Griseb.) Stuck. ex Seckt,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla,Collaea argentina Griseb.,Collaea argentina,Nanogalactia,Collaea
938021,Collaea argentina Griseb.,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla,Collaea argentina Griseb.,Collaea argentina,Nanogalactia,Collaea
938023,Collaea formosa Griseb.,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla,Collaea argentina Griseb.,Collaea argentina,Nanogalactia,Collaea
938587,Opuntia colubrina A.Cast.,Salmonopuntia schickendantzii (F.A.C.Weber) Font & M.Köhler,Salmonopuntia schickendantzii (F.A.C.Weber) Font & M.Köhler,Salmonopuntia schickendantzii (F.A.C.Weber) Font & M.Köhler,Salmonopuntia schickendantzii,Opuntia colubrina A.Cast.,Opuntia colubrina,Salmonopuntia,Opuntia
1112321,Cynorkis micrantha (Frapp. ex Cordem.) Schltr.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis falcata,Benthamia gracilis J.M.H.Shaw,Benthamia gracilis,Cynorkis,Benthamia
1115382,Luisia birchea Blume,Luisia tenuifolia Blume,Luisia tenuifolia Blume,Cleisostoma tenuifolium (L.) Garay,Cleisostoma tenuifolium,Luisia birchea Blume,Luisia birchea,Cleisostoma,Luisia
1115383,Luisia laurifolia M.R.Almeida,Luisia tenuifolia Blume,Luisia tenuifolia Blume,Cleisostoma tenuifolium (L.) Garay,Cleisostoma tenuifolium,Luisia birchea Blume,Luisia birchea,Cleisostoma,Luisia
1116807,Listrostachys pescatoriana (Lindl.) S.Moore,Oeoniella polystachys (Thouars) Schltr.,Oeoniella polystachys (Thouars) Schltr.,Oeoniella polystachys (Thouars) Schltr.,Oeoniella polystachys,Listrostachys pertusa (Lindl.) Rchb.f.,Listrostachys pertusa,Oeoniella,Listrostachys
1122527,Canistrum lindenii (Regel) Mez,Hohenbergia augusta (Vell.) É.Morren,Hohenbergia augusta (Vell.) É.Morren,Hohenbergia augusta (Vell.) É.Morren,Hohenbergia augusta,Edmundoa lindenii (Regel) Leme,Edmundoa lindenii,Hohenbergia,Edmundoa
1125731,Chytroma praeclara (Sandwith) R.Knuth,Lecythis holcogyne (Sandwith) S.A.Mori,Lecythis holcogyne (Sandwith) S.A.Mori,Chytroma holcogyne (Sandwith) R.Knuth,Chytroma holcogyne,Lecythis praeclara (Sandwith) S.A.Mori ex Molino & Sabatier,Lecythis praeclara,Chytroma,Lecythis
1140758,Ligusticum apiifolium (Nutt.) A.Gray,Lomatium dissectum (Nutt.) Mathias & Constance,Lomatium dissectum (Nutt.) Mathias & Constance,Lomatium dissectum (Nutt.) Mathias & Constance,Lomatium dissectum,Ligusticum apiifolium (Nutt.) A.Gray,Ligusticum apiifolium,Lomatium,Ligusticum
1147654,Malveopsis spicata var. normalis Kuntze,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum,Melochia spicata (L.) Fryxell,Melochia spicata,Malvastrum,Melochia
1147656,Melochia spicata (L.) Fryxell,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum,Melochia spicata (L.) Fryxell,Melochia spicata,Malvastrum,Melochia
1147657,Visenia spicata (L.) Colla,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum,Melochia spicata (L.) Fryxell,Melochia spicata,Malvastrum,Melochia
1147660,Malveopsis spicata (L.) Kuntze,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum,Melochia spicata (L.) Fryxell,Melochia spicata,Malvastrum,Melochia
1147661,Malvastrum spicatum (L.) A.Gray,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum,Melochia spicata (L.) Fryxell,Melochia spicata,Malvastrum,Melochia
1148922,Vigna stipulacea (Lam.) Kuntze,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana,Vigna stipulacea (Lam.) Kuntze,Vigna stipulacea,Pueraria,Vigna
1152698,Mesembryanthemum deflectum N.E.Br.,Antimima defecta (L.Bolus) H.E.K.Hartmann,Antimima defecta (L.Bolus) H.E.K.Hartmann,Antimima defecta (L.Bolus) H.E.K.Hartmann,Antimima defecta,Ruschia decumbens L.Bolus,Ruschia decumbens,Antimima,Ruschia
1158737,Cumulopuntia berteroi (Colla) F.Ritter,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa,Cumulopuntia berteroi (Colla) F.Ritter,Cumulopuntia berteroi,Eriosyce,Cumulopuntia
1158745,Opuntia berteroi (Colla) A.E.Hoffm.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa,Cumulopuntia berteroi (Colla) F.Ritter,Cumulopuntia berteroi,Eriosyce,Cumulopuntia
1158746,Echinocactus berteroi (Colla) Gay,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa,Cumulopuntia berteroi (Colla) F.Ritter,Cumulopuntia berteroi,Eriosyce,Cumulopuntia
1166765,Caesalpinia pyramidata (Mill.) Martyn,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Cenostigma gaumeri,Erythrostemon yucatanensis var. yucatanensis,Erythrostemon yucatanensis,Cenostigma,Erythrostemon
1167295,Arenaria arctica var. hondoensis (Ohwi) H.Hara,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Cherleria arctica,Minuartia hondoensis (Ohwi) Ohwi,Minuartia hondoensis,Cherleria,Minuartia
1168003,Arctium majus subsp. intermedium (Lange) Nyman,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala,Arctium nemorosum Lej.,Arctium nemorosum,Cousinia,Arctium
1168004,Lappa intermedium (Lange) Lange,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala,Arctium nemorosum Lej.,Arctium nemorosum,Cousinia,Arctium
1170305,Shawia arguta (Benth.) Britten,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis,Shawia arguta (Benth.) Britten,Shawia arguta,Camptacra,Shawia
1172485,Parahemionitis arifolia (Burm.f.) Panigrahi,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum,Hemionitis arifolia (Burm.f.) T.Moore,Hemionitis arifolia,Acrostichum,Hemionitis
1172486,Gymnogramma arifolia (Burm.f.) Kuhn,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum,Hemionitis arifolia (Burm.f.) T.Moore,Hemionitis arifolia,Acrostichum,Hemionitis
1172487,Hemionitis arifolia (Burm.f.) T.Moore,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum,Hemionitis arifolia (Burm.f.) T.Moore,Hemionitis arifolia,Acrostichum,Hemionitis
1176141,Lotus alamosanus (Rose) Gentry,Acmispon watsonii (Vasey & Rose) Brouillet,Acmispon watsonii (Vasey & Rose) Brouillet,Acmispon watsonii (Vasey & Rose) Brouillet,Acmispon watsonii,Hosackia alamosana Rose,Hosackia alamosana,Acmispon,Hosackia
1176882,Oreocharis leveilleana Fedde,Oreocharis auricula var. auricula,Oreocharis auricula var. auricula,Oreocharis auricula var. auricula,Oreocharis auricula,Petrocodon leveilleanus (Fedde) X.X.Bai & F.Wen,Petrocodon leveilleanus,Oreocharis,Petrocodon
1179302,Matricaria valentina (L.) L.,Porophyllum ruderale var. ruderale,Porophyllum ruderale var. ruderale,Porophyllum ruderale var. ruderale,Porophyllum ruderale,Anacyclus radiatus Loisel.,Anacyclus radiatus,Porophyllum,Anacyclus
1184938,Coprosma dentata (Elmer) Heads,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis,Hemiphragma heterophyllum var. dentatum (Elmer) T.Yamaz.,Hemiphragma heterophyllum,Nertera,Hemiphragma
