,taxon_name_w_authors,201905_accepted_name_w_author,202406_taxon_name_w_authors,202406_chained_accepted_name_w_author,202406_chained_accepted_species,202406_direct_accepted_name_w_author,202406_direct_accepted_species
count,64545,64545,64545,64545,63695,64545,64259
unique,64545,18957,18957,18838,18024,22722,20491
top,Xenostegia D.F.Austin & Staples,Mentha longifolia (L.) L.,Mentha longifolia (L.) L.,Mentha longifolia (L.) L.,Mentha longifolia,Mentha longifolia subsp. longifolia ,Mentha longifolia
freq,1,374,374,374,374,375,375
