,taxon_name_w_authors,v11_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species,v13_direct_accepted_name_w_author,v13_direct_accepted_species
count,6849,6849,6849,6849,6722,6849,6724
unique,6849,2289,2289,2283,2148,2629,2318
top,Viola tricolor var. ruralis (Jord. ex Boreau) Corb.,Sorghum bicolor (L.) Moench,Sorghum bicolor (L.) Moench,Sorghum bicolor (L.) Moench,Sorghum bicolor,Sorghum bicolor subsp. bicolor,Sorghum bicolor
freq,1,330,330,330,330,330,330
