,taxon_name_w_authors,v10_accepted_name_w_author,v12_taxon_name_w_authors,v12_chained_accepted_name_w_author,v12_chained_accepted_species,v12_direct_accepted_name_w_author,v12_direct_accepted_species,v12_chained_accepted_genus,v12_direct_accepted_genus
count,2979,2979,2979,2979,2854,2979,2858,2979,2979
unique,2979,1476,1476,1474,1401,1638,1523,782,815
top,Bryophyllum peltigerum (Desc.) V.V.Byalt,Eruca vesicaria (L.) Cav.,Eruca vesicaria (L.) Cav.,Eruca vesicaria (L.) Cav.,Eruca vesicaria,Eruca sativa Mill.,Eruca sativa,Rosa,Rosa
freq,1,62,62,62,62,46,46,84,84
