,202306_202312,Percentages
original_names,1335672,100.0
total_disagreements,20790,1.5565198641582665
species_disagreements,9454,0.7078085038841871
genus_disagreements,3309,0.24774046322749896
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
