,201905_202406,Percentages
original_names,1046233,100.0
total_disagreements,64545,6.169275868759636
species_disagreements,19915,1.9034956840397885
genus_disagreements,3060,0.2924778706081724
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
