,201905_202406
number of old unaccepted species names,457554
old unaccepted species names are now accepted,12003
Number of old Synonyms which are now accepted,11972
Number of old Homotypicsynonyms which are now accepted,5
Number of old Heterotypicsynonyms which are now accepted,27
