,taxon_name_w_authors,202212_accepted_name_w_author,202306_taxon_name_w_authors,202306_chained_accepted_name_w_author,202306_chained_accepted_species,202306_direct_accepted_name_w_author,202306_direct_accepted_species,202306_chained_accepted_genus,202306_direct_accepted_genus
count,2936,2936,2936,2936,2864,2936,2861,2936,2936
unique,2936,1379,1379,1361,1284,1583,1477,562,597
top,Inga altissima (Hook.f.) Roberty,Echinochloa colona (L.) Link,Echinochloa colona (L.) Link,Echinochloa colona (L.) Link,Echinochloa colona,Cenchrus setosus subsp. setosus ,Echinochloa colonum,Carex,Carex
freq,1,44,44,44,44,40,44,220,220
