,taxon_name_w_authors,202212_accepted_name_w_author,202306_taxon_name_w_authors,202306_chained_accepted_name_w_author,202306_chained_accepted_species,202306_direct_accepted_name_w_author,202306_direct_accepted_species
count,12195,12195,12195,12195,12123,12195,12120
unique,12195,3129,3129,3106,2906,3559,3189
top,Inga altissima (Hook.f.) Roberty,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha (Ledeb.) Schult.,Koeleria macrantha,Koeleria macrantha subsp. macrantha ,Koeleria macrantha
freq,1,164,164,164,164,159,161
