,v10_v13,Percentages
original_names,1359750,100.0
total_disagreements,9732,0.7157198014340872
species_disagreements,4350,0.31991174848317705
genus_disagreements,480,0.03530060672917816
unresolved_via_chaining_despite_a_direct_resolution,19,0.0013973156830299688
