,taxon_name_w_authors,v10_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species,v13_direct_accepted_name_w_author,v13_direct_accepted_species,v13_chained_accepted_genus,v13_direct_accepted_genus
226352,Verbascum macranthum Hoffmanns. & Link,Verbascum phlomoides L.,Verbascum phlomoides L.,Verbascum phlomoides L.,Verbascum phlomoides,Verbascum simplex Hoffmanns. & Link,Verbascum simplex,Verbascum,Verbascum
226569,Bonarota Adans.,Veronica L.,Veronica L.,Veronica L.,,Paederota L.,,Veronica,Paederota
226772,Glycosmis africana Hook.f. ex Benth.,"Vepris unifoliolata (Baill.) Labat, M.Pignal & O.Pascal","Vepris unifoliolata (Baill.) Labat, M.Pignal & O.Pascal","Vepris unifoliolata (Baill.) Labat, M.Pignal & O.Pascal",Vepris unifoliolata,Vepris africana (Hook.f. ex Benth.) O.Lachenaud & Onana,Vepris africana,Vepris,Vepris
226952,Celsia cretica var. cavanillesii (Kunze) Ball,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum creticum,Verbascum erosum Cav.,Verbascum erosum,Verbascum,Verbascum
226955,Celsia cavanillesii Kunze,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum creticum,Verbascum erosum Cav.,Verbascum erosum,Verbascum,Verbascum
227195,Cordia aubletii DC.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa,Varronia spinescens (L.) Borhidi,Varronia spinescens,Varronia,Varronia
227200,Varronia martinicensis Aubl.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa,Varronia spinescens (L.) Borhidi,Varronia spinescens,Varronia,Varronia
227252,Altamiranoa squamulosa (S.Watson) E.Walther,Villadia misera (Lindl.) R.T.Clausen,Villadia misera (Lindl.) R.T.Clausen,Villadia misera (Lindl.) R.T.Clausen,Villadia misera,Villadia squamulosa (S.Watson) Rose,Villadia squamulosa,Villadia,Villadia
227384,Viburnum lobophyllum var. silvestrii Pamp.,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium,Viburnum lobophyllum Graebn.,Viburnum lobophyllum,Viburnum,Viburnum
227385,Viburnum adenophorum W.W.Sm.,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium,Viburnum hupehense Rehder,Viburnum hupehense,Viburnum,Viburnum
227388,Viburnum hupehense subsp. septentrionale P.S.Hsu,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium,Viburnum hupehense Rehder,Viburnum hupehense,Viburnum,Viburnum
227390,Viburnum hupehense Rehder,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium,Viburnum hupehense Rehder,Viburnum hupehense,Viburnum,Viburnum
227392,Viburnum lobophyllum Graebn.,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium,Viburnum lobophyllum Graebn.,Viburnum lobophyllum,Viburnum,Viburnum
227393,Viburnum dasyanthum Rehder,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium,Viburnum dasyanthum Rehder,Viburnum dasyanthum,Viburnum,Viburnum
227395,Viburnum wilsonii Rehder,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium,Viburnum hupehense Rehder,Viburnum hupehense,Viburnum,Viburnum
227401,Viburnum harryanum Rehder,Viburnum atrocyaneum C.B.Clarke,Viburnum atrocyaneum C.B.Clarke,Viburnum atrocyaneum C.B.Clarke,Viburnum atrocyaneum,Viburnum harryanum Rehder,Viburnum harryanum,Viburnum,Viburnum
228400,Viola pratincola Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola nephrophylla,Viola pratincola Greene,Viola pratincola,Viola,Viola
228401,Viola prionosepala Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola nephrophylla,Viola cucullata Aiton,Viola cucullata,Viola,Viola
228407,Viola nepetifolia Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola nephrophylla,Viola affinis Leconte,Viola affinis,Viola,Viola
228411,Viola septentrionalis var. grisea Fernald,Viola novae-angliae House,Viola novae-angliae House,Viola novae-angliae House,Viola novae-angliae,Viola grisea (Fernald) H.E.Ballard,Viola grisea,Viola,Viola
228421,Viola discurrens Greene,Viola rugulosa Greene,Viola rugulosa Greene,Viola rugulosa Greene,Viola rugulosa,Viola canadensis L.,Viola canadensis,Viola,Viola
228528,Viola × dimissa House,Viola × redacta House,Viola × redacta House,Viola × redacta House,Viola × redacta,Viola × dimissa House,Viola × dimissa,Viola,Viola
228642,Viola pesneaui J.Lloyd,Viola hispida Lam.,Viola hispida Lam.,Viola hispida Lam.,Viola hispida,Viola tricolor subsp. curtisii (E.Forst.) Syme,Viola tricolor,Viola,Viola
228693,Viola suecica Fr.,Viola epipsila Ledeb.,Viola epipsila Ledeb.,Viola epipsila Ledeb.,Viola epipsila,Viola suecica Fr.,Viola suecica,Viola,Viola
228746,Viola muhlenbergii var. pubescens A.Gray,Viola labradorica Schrank,Viola labradorica Schrank,Viola labradorica Schrank,Viola labradorica,Viola adunca Sm.,Viola adunca,Viola,Viola
228747,Viola muhlenbergiana var. albiflora Hook.,Viola labradorica Schrank,Viola labradorica Schrank,Viola labradorica Schrank,Viola labradorica,Viola adunca Sm.,Viola adunca,Viola,Viola
228749,Viola muhlenbergii var. albiflora (Hook.) Torr. & A.Gray,Viola labradorica Schrank,Viola labradorica Schrank,Viola labradorica Schrank,Viola labradorica,Viola adunca Sm.,Viola adunca,Viola,Viola
228758,Viola denticulosa Pollard,Viola lanceolata L.,Viola lanceolata L.,Viola lanceolata L.,Viola lanceolata,Viola vittata Greene,Viola vittata,Viola,Viola
228773,Viola clandestina Pursh,Viola macloskeyi F.E.Lloyd,Viola macloskeyi F.E.Lloyd,Viola macloskeyi F.E.Lloyd,Viola macloskeyi,Viola rotundifolia Michx.,Viola rotundifolia,Viola,Viola
228830,Viola × dissena House,Viola × hollickii House,Viola × hollickii House,Viola × hollickii House,Viola × hollickii,Viola × dissena House,Viola × dissena,Viola,Viola
229006,Viola rugosa Small,Viola villosa Walter,Viola villosa Walter,Viola villosa Walter,Viola villosa,Viola primulifolia var. primulifolia,Viola primulifolia,Viola,Viola
229009,Viola planifolia Greene,Viola sororia Willd.,Viola sororia Willd.,Viola sororia Willd.,Viola sororia,Viola cucullata Aiton,Viola cucullata,Viola,Viola
229067,Viola thompsoniae Chapm.,Viola sororia Willd.,Viola sororia Willd.,Viola sororia Willd.,Viola sororia,Viola odorata subsp. odorata,Viola odorata,Viola,Viola
229078,Viola papilionacea Pursh,Viola sororia Willd.,Viola sororia Willd.,Viola sororia Willd.,Viola sororia,Viola affinis Leconte,Viola affinis,Viola,Viola
229969,Viola alba var. dehnhardtii (Ten.) Litard.,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba,Viola dehnhardtii Ten.,Viola dehnhardtii,Viola,Viola
229974,Viola dehnhardtii var. cadevallii (Pau) W.Becker,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba,Viola dehnhardtii Ten.,Viola dehnhardtii,Viola,Viola
229975,Viola dehnhardtii f. cadevallii (Pau) W.Becker,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba,Viola dehnhardtii Ten.,Viola dehnhardtii,Viola,Viola
229976,Viola dehnhardtii subvar. cadevallii (Pau) Litard.,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba,Viola dehnhardtii Ten.,Viola dehnhardtii,Viola,Viola
229978,Viola hirta subsp. dehnhardtii (Ten.) Arcang.,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba,Viola dehnhardtii Ten.,Viola dehnhardtii,Viola,Viola
229994,Viola tricolor var. polychroma (A.Kern.) Gams,Viola L.,Viola L.,Viola L.,,Viola tricolor subsp. subalpina Gaudin,Viola tricolor,Viola,Viola
230536,Valeriana rotundifolia var. tripartita Gamisans,Valeriana montana L.,Valeriana montana L.,Valeriana montana L.,Valeriana montana,Valeriana tripartita (Gamisans) J.-M.Tison,Valeriana tripartita,Valeriana,Valeriana
231656,Zaleya pentandra var. rubra (Blatt. & Hallb.) M.R.Almeida,Zaleya pentandra (L.) C.Jeffrey,Zaleya pentandra (L.) C.Jeffrey,Zaleya pentandra (L.) C.Jeffrey,Zaleya pentandra,Zaleya decandra (L.) Burm.f.,Zaleya decandra,Zaleya,Zaleya
231757,"Fagara rhoifolia var. niederleinii (Engl.) Najera, Galdeano & Escal.",Zanthoxylum rhoifolium Lam.,Zanthoxylum rhoifolium Lam.,Zanthoxylum rhoifolium Lam.,Zanthoxylum rhoifolium,Zanthoxylum petiolare A.St.-Hil. & Tul.,Zanthoxylum petiolare,Zanthoxylum,Zanthoxylum
232555,Condaliopsis (Weberb.) Suess.,Ziziphus Mill.,Ziziphus Mill.,Ziziphus Mill.,,Condaliopsis (Weberb.) Suess.,,Ziziphus,Condaliopsis
232711,Acacia tortuosa var. glabrior Hook.f.,Vachellia tortuosa (L.) Seigler & Ebinger,Vachellia tortuosa (L.) Seigler & Ebinger,Vachellia tortuosa (L.) Seigler & Ebinger,Vachellia tortuosa,Vachellia rorudiana (Christoph.) Seigler & Ebinger,Vachellia rorudiana,Vachellia,Vachellia
233340,Erysimum pyrenaicum (L.) Vill.,Sisymbrium austriacum Jacq.,Sisymbrium austriacum Jacq.,Sisymbrium austriacum Jacq.,Sisymbrium austriacum,Sisymbrium chrysanthum Jord.,Sisymbrium chrysanthum,Sisymbrium,Sisymbrium
234737,Schinus andina var. subtridentata (Kuntze) F.A.Barkley,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus microphylla,Schinus subtridentata (Kuntze) Silva-Luz,Schinus subtridentata,Schinus,Schinus
234739,Schinus huigan var. subtridentata Kuntze,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus microphylla,Schinus subtridentata (Kuntze) Silva-Luz,Schinus subtridentata,Schinus,Schinus
234926,Arthrocnemum ambiguum (Michx.) Moq.,Salicornia perennis Mill.,Salicornia perennis Mill.,Salicornia perennis Mill.,Salicornia perennis,Salicornia ambigua Michx.,Salicornia ambigua,Salicornia,Salicornia
235173,Alsine rotundifolia (Poir.) Macloskie,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata,Stellaria,Drymaria
235174,Stellaria rotundifolia Poir.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata,Stellaria,Drymaria
235175,Drymaria rotundifolia (Poir.) Har.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata,Stellaria,Drymaria
235877,Sedum triangulosepalum T.S.Liu & N.J.Chung,Sedum microsepalum Hayata,Sedum microsepalum Hayata,Sedum microsepalum Hayata,Sedum microsepalum,Sedum triangulisepalum T.S.Liu & N.J.Chung ex T.C.Hsu & S.W.Chung,Sedum triangulisepalum,Sedum,Sedum
235945,Sedum taiwanianum S.S.Ying,Sedum nokoense Yamam.,Sedum nokoense Yamam.,Sedum nokoense Yamam.,Sedum nokoense,Sedum taiwanianum S.S.Ying,Sedum taiwanianum,Sedum,Sedum
236674,Sagina apetala var. melanopotamica Speg.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina apetala,Sagina procumbens subsp. procumbens,Sagina procumbens,Sagina,Sagina
236676,Sagina apetala var. paludosa Speg.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina apetala,Sagina procumbens subsp. procumbens,Sagina procumbens,Sagina,Sagina
236677,Sagina filicaulis Jord.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina apetala,Sagina filicaulis Jord.,Sagina filicaulis,Sagina,Sagina
236799,Spergularia nobreana Samp.,Sagina hawaiensis Pax,Sagina hawaiensis Pax,Sagina hawaiensis Pax,Sagina hawaiensis,Spergularia media subsp. media,Spergularia media,Sagina,Spergularia
236808,Melandrium nyalamense L.H.Zhou,Silene cashmeriana (Royle ex Benth.) Majumdar,Silene cashmeriana (Royle ex Benth.) Majumdar,Silene cashmeriana (Royle ex Benth.) Majumdar,Silene cashmeriana,Silene nyalamensis (L.H.Zhou) Lidén,Silene nyalamensis,Silene,Silene
238260,Silene neglecta Ten.,Silene mutabilis L.,Silene mutabilis L.,Silene nocturna subsp. nocturna,Silene nocturna,Silene neglecta Ten.,Silene neglecta,Silene,Silene
238325,Silene sericea var. apetala (Willd.) Knoche,Silene nocturna L.,Silene nocturna L.,Silene nocturna L.,Silene nocturna,Silene apetala Willd.,Silene apetala,Silene,Silene
238665,Sedum uniflorum Hook. & Arn.,Sedum sasakii Hayata,Sedum sasakii Hayata,Sedum sasakii Hayata,Sedum sasakii,Sedum ryukyuense Takuro Ito,Sedum ryukyuense,Sedum,Sedum
239148,Swartzia acutifolia var. parvipetala R.S.Cowan,Swartzia acutifolia Vogel,Swartzia acutifolia Vogel,Swartzia acutifolia Vogel,Swartzia acutifolia,Swartzia parvipetala (R.S.Cowan) Mansano,Swartzia parvipetala,Swartzia,Swartzia
239498,Leucadendron salignum R.Br.,Leucadendron salignum P.J.Bergius,Leucadendron salignum P.J.Bergius,Leucadendron salignum P.J.Bergius,Leucadendron salignum,Leucadendron xanthoconus (Kuntze) K.Schum.,Leucadendron xanthoconus,Leucadendron,Leucadendron
239751,Euparea lanceola Baudo,Lysimachia buxifolia Molina,Lysimachia buxifolia Molina,"Lysimachia amoena (Sol. ex Gaertn.) Hassemer, Funez & R.Trevis.",Lysimachia amoena,"Lysimachia lanceola (Baudo) Hassemer, Funez & R.Trevis.",Lysimachia lanceola,Lysimachia,Lysimachia
239759,Anagallis alternifolia f. erecta R.Knuth,Lysimachia buxifolia Molina,Lysimachia buxifolia Molina,"Lysimachia amoena (Sol. ex Gaertn.) Hassemer, Funez & R.Trevis.",Lysimachia amoena,"Lysimachia lanceola (Baudo) Hassemer, Funez & R.Trevis.",Lysimachia lanceola,Lysimachia,Lysimachia
239822,Lasiodiscus chevalieri Hutch.,Lasiodiscus mildbraedii Engl.,Lasiodiscus mildbraedii Engl.,Lasiodiscus mildbraedii Engl.,Lasiodiscus mildbraedii,Lasiodiscus chevalieri Hutch.,Lasiodiscus chevalieri,Lasiodiscus,Lasiodiscus
240235,Statice reticulata Gouan,Limonium virgatum (Willd.) Fourr.,Limonium virgatum (Willd.) Fourr.,Limonium virgatum (Willd.) Fourr.,Limonium virgatum,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium binervosum,Limonium,Limonium
240639,Statice ciliata (Lange) Rothm.,Limonium durieui (Girard) Kuntze,Limonium durieui (Girard) Kuntze,Limonium durieui (Girard) Kuntze,Limonium durieui,Armeria ciliata (Lange) Nieto Fel.,Armeria ciliata,Limonium,Armeria
240718,Statice dodartii Girard,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium binervosum,Limonium dodartii (Girard) Kuntze,Limonium dodartii,Limonium,Limonium
240958,Solanum ridleyanum Wernham,Lycianthes moszkowskii (Bitter) Bitter,Lycianthes moszkowskii (Bitter) Bitter,Lycianthes moszkowskii (Bitter) Bitter,Lycianthes moszkowskii,Lycianthes impar (Warb.) Bitter,Lycianthes impar,Lycianthes,Lycianthes
241779,Lamourouxia linearis Benth.,Lamourouxia tenuifolia M.Martens & Galeotti,Lamourouxia tenuifolia M.Martens & Galeotti,Lamourouxia tenuifolia M.Martens & Galeotti,Lamourouxia tenuifolia,Lamourouxia dasyantha (Cham. & Schltdl.) W.R.Ernst,Lamourouxia dasyantha,Lamourouxia,Lamourouxia
241830,Linaria glutinosa proles ficalhoana (Rouy) Samp.,Linaria bipunctata subsp. glutinosa (Hoffmanns. & Link) D.A.Sutton,Linaria bipunctata subsp. glutinosa (Hoffmanns. & Link) D.A.Sutton,Linaria bipunctata subsp. glutinosa (Hoffmanns. & Link) D.A.Sutton,Linaria bipunctata,Linaria ficalhoana Rouy,Linaria ficalhoana,Linaria,Linaria
241837,Linaria tournefortii f. glabrescens Lange,Linaria amethystea subsp. broussonetii (Poir.) Malato-Beliz,Linaria amethystea subsp. broussonetii (Poir.) Malato-Beliz,Linaria amethystea subsp. broussonetii (Poir.) Malato-Beliz,Linaria amethystea,Linaria saxatilis (L.) Chaz.,Linaria saxatilis,Linaria,Linaria
241838,Linaria tournefortii f. minor Lange,Linaria amethystea subsp. broussonetii (Poir.) Malato-Beliz,Linaria amethystea subsp. broussonetii (Poir.) Malato-Beliz,Linaria amethystea subsp. broussonetii (Poir.) Malato-Beliz,Linaria amethystea,Linaria saxatilis (L.) Chaz.,Linaria saxatilis,Linaria,Linaria
241839,Linaria tournefortii f. inquinans Lange,Linaria amethystea subsp. broussonetii (Poir.) Malato-Beliz,Linaria amethystea subsp. broussonetii (Poir.) Malato-Beliz,Linaria amethystea subsp. broussonetii (Poir.) Malato-Beliz,Linaria amethystea,Linaria saxatilis (L.) Chaz.,Linaria saxatilis,Linaria,Linaria
241935,Luvunga eleutherandra Dalzell,Luvunga sarmentosa (Blume) Kurz,Luvunga sarmentosa (Blume) Kurz,Luvunga sarmentosa (Blume) Kurz,Luvunga sarmentosa,Luvunga eleutherandra Dalzell,Luvunga eleutherandra,Luvunga,Luvunga
242103,Ilysanthes oblongifolia Baker,Lindernia rotundifolia (L.) Alston,Lindernia rotundifolia (L.) Alston,Lindernia rotundifolia (L.) Alston,Lindernia rotundifolia,Lindernia oblongifolia (Baker) Eb.Fisch.,Lindernia oblongifolia,Lindernia,Lindernia
242437,Linaria caesia proles transtagana (Spreng.) Samp.,Linaria polygalifolia subsp. lamarckii (Rouy) D.A.Sutton,Linaria polygalifolia subsp. lamarckii (Rouy) D.A.Sutton,Linaria polygalifolia subsp. lamarckii (Rouy) D.A.Sutton,Linaria polygalifolia,Linaria pedunculata (L.) Chaz.,Linaria pedunculata,Linaria,Linaria
243623,Maesa philippinensis Gand.,Maesa ramentacea (Roxb.) A.DC.,Maesa ramentacea (Roxb.) A.DC.,Maesa ramentacea (Roxb.) A.DC.,Maesa ramentacea,Maesa leptobotrya Hance,Maesa leptobotrya,Maesa,Maesa
243628,Maesa membranifolia Mez,Maesa ramentacea (Roxb.) A.DC.,Maesa ramentacea (Roxb.) A.DC.,Maesa ramentacea (Roxb.) A.DC.,Maesa ramentacea,Maesa membranifolia Mez,Maesa membranifolia,Maesa,Maesa
244008,Malva spicata L.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum,Melochia spicata (L.) Fryxell,Melochia spicata,Malvastrum,Melochia
244226,Malvastrum orbiculatum Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii (A.Gray) Greene,Malacothamnus fremontii,Malacothamnus orbiculatus (Greene) Greene,Malacothamnus orbiculatus,Malacothamnus,Malacothamnus
245084,Melampyrum nemorosum subsp. velebiticum (Borbás) P.Fourn.,Melampyrum subalpinum (Jur.) A.Kern.,Melampyrum subalpinum (Jur.) A.Kern.,Melampyrum subalpinum (Jur.) A.Kern.,Melampyrum subalpinum,Melampyrum velebiticum Borbás,Melampyrum velebiticum,Melampyrum,Melampyrum
245146,Melampyrum intermedium E.P.Perrier & Songeon,Melampyrum velebiticum Borbás,Melampyrum velebiticum Borbás,Melampyrum velebiticum Borbás,Melampyrum velebiticum,Melampyrum sylvaticum L.,Melampyrum sylvaticum,Melampyrum,Melampyrum
245829,Polygala stipulacea Burm.f.,Muraltia heisteria (L.) DC.,Muraltia heisteria (L.) DC.,Muraltia heisteria (L.) DC.,Muraltia heisteria,Muraltia stipulacea (Burm.f.) Burch. ex DC.,Muraltia stipulacea,Muraltia,Muraltia
246508,Thalictrum filamentosum var. glabrescens (Honda) Tamura,Thalictrum kiusianum Nakai,Thalictrum kiusianum Nakai,Thalictrum kiusianum Nakai,Thalictrum kiusianum,Thalictrum tuberiferum var. tuberiferum,Thalictrum tuberiferum,Thalictrum,Thalictrum
246509,Thalictrum filamentosum f. pubescens (Honda) Tamura,Thalictrum kiusianum Nakai,Thalictrum kiusianum Nakai,Thalictrum kiusianum Nakai,Thalictrum kiusianum,Thalictrum tuberiferum var. tuberiferum,Thalictrum tuberiferum,Thalictrum,Thalictrum
246603,Thalictrum argyi H.Lév. & Vaniot,Thalictrum javanicum Blume,Thalictrum javanicum Blume,Thalictrum javanicum Blume,Thalictrum javanicum,Thalictrum fortunei S.Moore,Thalictrum fortunei,Thalictrum,Thalictrum
247034,Talisia rosea Vahl,Talisia mollis Cambess.,Talisia mollis Cambess.,Talisia mollis Cambess.,Talisia mollis,Talisia guianensis Aubl.,Talisia guianensis,Talisia,Talisia
247035,Talisia glabra DC.,Talisia mollis Cambess.,Talisia mollis Cambess.,Talisia mollis Cambess.,Talisia mollis,Talisia guianensis Aubl.,Talisia guianensis,Talisia,Talisia
247329,Trichilia djalonis A.Chev.,Trichilia monadelpha (Thonn.) J.J.de Wilde,Trichilia monadelpha (Thonn.) J.J.de Wilde,Trichilia monadelpha (Thonn.) J.J.de Wilde,Trichilia monadelpha,Trichilia djalonis A.Chev.,Trichilia djalonis,Trichilia,Trichilia
248797,Cacao sylvestris Aubl.,Theobroma subincanum Mart.,Theobroma subincanum Mart.,Theobroma guianense (Aubl.) J.F.Gmel.,Theobroma guianense,Theobroma sylvestre (Aubl.) Mart.,Theobroma sylvestre,Theobroma,Theobroma
249581,Ranunculus paludosus var. cinerascens (Freyn) Emb. & Maire,Ranunculus flabellatus Desf.,Ranunculus flabellatus Desf.,Ranunculus flabellatus Desf.,Ranunculus flabellatus,Ranunculus paludosus Poir.,Ranunculus paludosus,Ranunculus,Ranunculus
249654,Ranunculus foeniculaceus proles circinatoides (Arv.-Touv.) Rouy & Foucaud,Ranunculus circinatus Sibth.,Ranunculus circinatus Sibth.,Ranunculus circinatus Sibth.,Ranunculus circinatus,Ranunculus aquatilis L.,Ranunculus aquatilis,Ranunculus,Ranunculus
249820,Ranunculus henriquesii Freyn,Ranunculus gregarius Brot.,Ranunculus gregarius Brot.,Ranunculus gregarius Brot.,Ranunculus gregarius,Ranunculus henriquesii Freyn,Ranunculus henriquesii,Ranunculus,Ranunculus
249824,Ranunculus malessanus Degen & Hervier,Ranunculus gregarius Brot.,Ranunculus gregarius Brot.,Ranunculus gregarius Brot.,Ranunculus gregarius,Ranunculus malessanus Degen & Hervier,Ranunculus malessanus,Ranunculus,Ranunculus
249826,Ranunculus hollianus Rchb.,Ranunculus gregarius Brot.,Ranunculus gregarius Brot.,Ranunculus gregarius Brot.,Ranunculus gregarius,Ranunculus ollissiponensis subsp. ollissiponensis,Ranunculus ollissiponensis,Ranunculus,Ranunculus
249922,Ranunculus bauhini Tausch,Ranunculus aquatilis L.,Ranunculus aquatilis L.,Ranunculus aquatilis L.,Ranunculus aquatilis,Ranunculus rionii Lagger,Ranunculus rionii,Ranunculus,Ranunculus
250094,Ranunculus depressus var. stewartiae G.Simpson & J.S.Thomson,Ranunculus brevis Garn.-Jones,Ranunculus brevis Garn.-Jones,Ranunculus brevis Garn.-Jones,Ranunculus brevis,Ranunculus simulans Garn.-Jones,Ranunculus simulans,Ranunculus,Ranunculus
250726,Ranunculus alpicola Timb.-Lagr.,Ranunculus montanus Willd.,Ranunculus montanus Willd.,Ranunculus montanus Willd.,Ranunculus montanus,Ranunculus gouanii Willd.,Ranunculus gouanii,Ranunculus,Ranunculus
251012,Ranunculus hirtus Banks & Sol. ex DC.,Ranunculus plebeius R.Br. ex DC.,Ranunculus plebeius R.Br. ex DC.,Ranunculus plebeius R.Br. ex DC.,Ranunculus plebeius,Ranunculus reflexus Garn.-Jones,Ranunculus reflexus,Ranunculus,Ranunculus
251525,Conohoria rinorea A.St.-Hil.,Rinorea paniculata (Mart.) Kuntze,Rinorea paniculata (Mart.) Kuntze,Rinorea paniculata (Mart.) Kuntze,Rinorea paniculata,Rinorea guianensis Aubl.,Rinorea guianensis,Rinorea,Rinorea
251526,Alsodeia rinorea Spreng.,Rinorea paniculata (Mart.) Kuntze,Rinorea paniculata (Mart.) Kuntze,Rinorea paniculata (Mart.) Kuntze,Rinorea paniculata,Rinorea guianensis Aubl.,Rinorea guianensis,Rinorea,Rinorea
251893,Spirolobium A.D.Orb.,Prosopis L.,Prosopis L.,Prosopis L.,,Strombocarpa (Benth.) Engelm. & A.Gray,,Prosopis,Strombocarpa
252189,Parkia panurensis Benth. ex H.C.Hopkins,Parkia pectinata (Humb. & Bonpl. ex Willd.) Benth.,Parkia pectinata (Humb. & Bonpl. ex Willd.) Benth.,Parkia pectinata (Humb. & Bonpl. ex Willd.) Benth.,Parkia pectinata,Parkia panurensis Benth. ex H.C.Hopkins,Parkia panurensis,Parkia,Parkia
253295,Commilobium pubescens Benth.,Pterodon emarginatus Vogel,Pterodon emarginatus Vogel,Pterodon emarginatus Vogel,Pterodon emarginatus,Pterodon pubescens (Benth.) Benth.,Pterodon pubescens,Pterodon,Pterodon
253298,Sweetia inornata Mohlenbr.,Pterodon emarginatus Vogel,Pterodon emarginatus Vogel,Pterodon emarginatus Vogel,Pterodon emarginatus,Pterodon pubescens (Benth.) Benth.,Pterodon pubescens,Pterodon,Pterodon
253348,Sopropis Britton & Rose,Prosopis L.,Prosopis L.,Prosopis L.,,Strombocarpa (Benth.) Engelm. & A.Gray,,Prosopis,Strombocarpa
253358,Neltuma Raf.,Prosopis L.,Prosopis L.,Prosopis L.,,Neltuma Raf.,,Prosopis,Neltuma
253540,Mitostax Raf.,Prosopis L.,Prosopis L.,Prosopis L.,,Neltuma Raf.,,Prosopis,Neltuma
253567,Anonychium Schweinf.,Prosopis L.,Prosopis L.,Prosopis L.,,Anonychium Schweinf.,,Prosopis,Anonychium
253705,Loranthus redingii De Wild.,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae,Phragmanthera zygiarum (Hiern) Polhill & Wiens,Phragmanthera zygiarum,Phragmanthera,Phragmanthera
253810,Dendrophthoe heyneanus Blume,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris,Taxillus heyneanus (Schult. & Schult.f.) Danser,Taxillus heyneanus,Psittacanthus,Taxillus
253966,Pultenaea mucronata G.Lodd.,Pultenaea polifolia A.Cunn.,Pultenaea polifolia A.Cunn.,Pultenaea polifolia A.Cunn.,Pultenaea polifolia,Pultenaea mucronata G.Lodd.,Pultenaea mucronata,Pultenaea,Pultenaea
