,v12_v14,Percentages
original_names,1371868,100.0
total_disagreements,6900,0.5029638420022917
species_disagreements,4080,0.2974047065752682
genus_disagreements,394,0.02871996431143521
unresolved_via_chaining_despite_a_direct_resolution,15,0.0010933996565267213
