,taxon_name_w_authors,201807_accepted_name_w_author,202306_taxon_name_w_authors,202306_chained_accepted_name_w_author,202306_chained_accepted_species,202306_direct_accepted_name_w_author,202306_direct_accepted_species
183451,Stillingia commersoniana Baill.,Sebastiania commersoniana (Baill.) L.B.Sm. & Downs,Sebastiania commersoniana (Baill.) L.B.Sm. & Downs,Sebastiania commersoniana (Baill.) L.B.Sm. & Downs,Sebastiania commersoniana,Sebastiania klotzschiana Müll.Arg.,Sebastiania klotzschiana
183453,Stillingia cremostachys Baill.,Sebastiania commersoniana (Baill.) L.B.Sm. & Downs,Sebastiania commersoniana (Baill.) L.B.Sm. & Downs,Sebastiania commersoniana (Baill.) L.B.Sm. & Downs,Sebastiania commersoniana,Sebastiania klotzschiana Müll.Arg.,Sebastiania klotzschiana
183619,Strempelia indulgens (Rusby) Bremek.,Psychotria santamartensis Rusby,Psychotria santamartensis Rusby,Psychotria santamartensis Rusby,Psychotria santamartensis,"Rudgea sanmartensis (Rusby) C.M.Taylor, Bruniera & Zappi",Rudgea sanmartensis
183712,Stylochaeton angustifolius Peter,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis,Stylochaeton borumense N.E.Br.,Stylochaeton borumense
183713,Stylochaeton angustifolius var. lanceolatus Peter,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis,Stylochaeton borumense N.E.Br.,Stylochaeton borumense
183714,Stylochaeton barteri N.E.Br.,Stylochaeton hypogaeus Lepr.,Stylochaeton hypogaeus Lepr.,Stylochaeton hypogaeus Lepr.,Stylochaeton hypogaeus,Stylochaeton hypogeum Lepr.,Stylochaeton hypogeum
183717,Stylochaeton chevalieri Engl.,Stylochaeton lancifolius Kotschy & Peyr.,Stylochaeton lancifolius Kotschy & Peyr.,Stylochaeton lancifolius Kotschy & Peyr.,Stylochaeton lancifolius,Stylochaeton lancifolium Kotschy & Peyr.,Stylochaeton lancifolium
183719,Stylochaeton dalzielii N.E.Br.,Stylochaeton lancifolius Kotschy & Peyr.,Stylochaeton lancifolius Kotschy & Peyr.,Stylochaeton lancifolius Kotschy & Peyr.,Stylochaeton lancifolius,Stylochaeton lancifolium Kotschy & Peyr.,Stylochaeton lancifolium
183723,Stylochaeton hennigii Engl.,Stylochaeton natalensis Schott,Stylochaeton natalensis Schott,Stylochaeton natalensis Schott,Stylochaeton natalensis,Stylochaeton natalense subsp. natalense ,Stylochaeton natalense
183724,Stylochaeton heterophyllus Peter,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis,Stylochaeton borumense N.E.Br.,Stylochaeton borumense
183725,Stylochaeton heterophyllus f. lobatus Peter,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis,Stylochaeton borumense N.E.Br.,Stylochaeton borumense
183726,Stylochaeton heterophyllus f. sagittatus Peter,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis,Stylochaeton borumense N.E.Br.,Stylochaeton borumense
183727,Stylochaeton heterophyllus f. subcordatus Peter,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis,Stylochaeton borumense N.E.Br.,Stylochaeton borumense
183728,Stylochaeton hostiifolius Engl.,Stylochaeton lancifolius Kotschy & Peyr.,Stylochaeton lancifolius Kotschy & Peyr.,Stylochaeton lancifolius Kotschy & Peyr.,Stylochaeton lancifolius,Stylochaeton lancifolium Kotschy & Peyr.,Stylochaeton lancifolium
183733,Stylochaeton maximus Engl.,Stylochaeton natalensis Schott,Stylochaeton natalensis Schott,Stylochaeton natalensis Schott,Stylochaeton natalensis,Stylochaeton natalense subsp. maximum (Engl.) Bogner & Haigh,Stylochaeton natalense
183735,Stylochaeton obliquinervis Peter,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis,Stylochaeton natalense subsp. obliquinerve (Peter) Bogner & Haigh,Stylochaeton natalense
183737,Stylochaeton rogersii N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis N.E.Br.,Stylochaeton borumensis,Stylochaeton borumense N.E.Br.,Stylochaeton borumense
183739,Stylochaeton tenuinervis Peter,Stylochaeton natalensis Schott,Stylochaeton natalensis Schott,Stylochaeton natalensis Schott,Stylochaeton natalensis,Stylochaeton natalense Schott,Stylochaeton natalense
183740,Stylochaeton tenuinervis var. pubescens Peter,Stylochaeton natalensis Schott,Stylochaeton natalensis Schott,Stylochaeton natalensis Schott,Stylochaeton natalensis,Stylochaeton natalense Schott,Stylochaeton natalense
183742,Stylochaeton warneckei Engl.,Stylochaeton lancifolius Kotschy & Peyr.,Stylochaeton lancifolius Kotschy & Peyr.,Stylochaeton lancifolius Kotschy & Peyr.,Stylochaeton lancifolius,Stylochaeton lancifolium Kotschy & Peyr.,Stylochaeton lancifolium
183900,Surfacea racemosa (Wall. ex Schauer) Moldenke,Premna racemosa Wall. ex Schauer,Premna racemosa Wall. ex Schauer,Premna racemosa Wall. ex Schauer,Premna racemosa,Premna interrupta Wall.,Premna interrupta
183901,Surfacea racemosa var. sikkimensis (Moldenke) Moldenke,Premna racemosa Wall. ex Schauer,Premna racemosa Wall. ex Schauer,Premna racemosa Wall. ex Schauer,Premna racemosa,Premna interrupta Wall.,Premna interrupta
183913,Svenhedinia truncata Moldenke,Magnolia minor (Urb.) Govaerts,Magnolia minor (Urb.) Govaerts,Magnolia minor (Urb.) Govaerts,Magnolia minor,Magnolia orbiculata (Britton & P.Wilson) Palmarola,Magnolia orbiculata
183939,Swida gracilis (Koehne) Soják,Cornus foemina Mill.,Cornus foemina Mill.,Cornus foemina Mill.,Cornus foemina,Cornus racemosa Lam.,Cornus racemosa
183982,Syagrus arenicola (Barb.Rodr.) Frambach,Butia paraguayensis (Barb.Rodr.) L.H.Bailey,Butia paraguayensis (Barb.Rodr.) L.H.Bailey,Butia paraguayensis (Barb.Rodr.) L.H.Bailey,Butia paraguayensis,Butia arenicola (Barb.Rodr.) Burret,Butia arenicola
184035,Syagrus rachidii Glassman,Syagrus petraea (Mart.) Becc.,Syagrus petraea (Mart.) Becc.,Syagrus petraea (Mart.) Becc.,Syagrus petraea,Syagrus loefgrenii Glassman,Syagrus loefgrenii
184189,Syngonium reticulatum Engl.,Xanthosoma daguense Engl.,Xanthosoma daguense Engl.,Xanthosoma daguense Engl.,Xanthosoma daguense,Xanthosoma reticulatum (Engl.) Croat & Delannay,Xanthosoma reticulatum
184253,Basanacantha spinosa var. macrocalyx Chodat & Hassl.,Randia armata (Sw.) DC.,Randia armata (Sw.) DC.,Randia armata (Sw.) DC.,Randia armata,Randia brevituba Judkevich & R.M.Salas,Randia brevituba
184393,Syzygium burkillianum var. garcinifolioides (M.R.Hend.) I.M.Turner,Syzygium burkillianum (King) I.M.Turner,Syzygium burkillianum (King) I.M.Turner,Syzygium burkillianum (King) I.M.Turner,Syzygium burkillianum,Syzygium garcinifolioides (M.R.Hend.) Byng & Christenh.,Syzygium garcinifolioides
184514,Syzygium curtisii var. holttumii (Ridl.) I.M.Turner,Syzygium curtisii (King) Merr. & L.M.Perry,Syzygium curtisii (King) Merr. & L.M.Perry,Syzygium curtisii (King) Merr. & L.M.Perry,Syzygium curtisii,Syzygium holttumii (Ridl.) Byng & Christenh.,Syzygium holttumii
184748,Syzygium kiahii var. angustifolium (M.R.Hend.) I.M.Turner,Syzygium kiahii (M.R.Hend.) I.M.Turner,Syzygium kiahii (M.R.Hend.) I.M.Turner,Syzygium kiahii (M.R.Hend.) I.M.Turner,Syzygium kiahii,Syzygium angustifolium (M.R.Hend.) Byng & Christenh.,Syzygium angustifolium
184783,Syzygium latifolium Blanco,Eugenia roxburghii DC.,Eugenia roxburghii DC.,Eugenia roxburghii DC.,Eugenia roxburghii,Syzygium simile (Merr.) Merr.,Syzygium simile
185150,Syzygium rugosum var. cordatum (M.R.Hend.) I.M.Turner,Syzygium rugosum Korth.,Syzygium rugosum Korth.,Syzygium rugosum Korth.,Syzygium rugosum,Syzygium fraserense Byng & Christenh.,Syzygium fraserense
185394,Syzygium zippelianum Miq.,Syzygium lineatum (DC.) Merr. & L.M.Perry,Syzygium lineatum (DC.) Merr. & L.M.Perry,Syzygium cerasiforme (Blume) Merr. & L.M.Perry,Syzygium cerasiforme,Syzygium racemosum subsp. racemosum ,Syzygium racemosum
186067,Tainia elata (Schltr.) P.F.Hunt,Tainia viridifusca (Hook.) Benth. ex Hook.f.,Tainia viridifusca (Hook.) Benth. ex Hook.f.,Tainia viridifusca (Hook.) Benth. ex Hook.f.,Tainia viridifusca,Ania viridifusca (Hook.) Tang & F.T.Wang,Ania viridifusca
186074,Tainia fuerstenbergiana Schltr.,Tainia viridifusca (Hook.) Benth. ex Hook.f.,Tainia viridifusca (Hook.) Benth. ex Hook.f.,Tainia viridifusca (Hook.) Benth. ex Hook.f.,Tainia viridifusca,Ania viridifusca (Hook.) Tang & F.T.Wang,Ania viridifusca
186171,Talauma macrocarpa Zucc.,Magnolia mexicana DC.,Magnolia mexicana DC.,Magnolia mexicana DC.,Magnolia mexicana,Magnolia macrocarpa (Zucc.) A.Vázquez & Castro-Arce,Magnolia macrocarpa
186177,Talauma minor var. oblongifolia León,Magnolia minor (Urb.) Govaerts,Magnolia minor (Urb.) Govaerts,Magnolia minor (Urb.) Govaerts,Magnolia minor,Magnolia oblongifolia (León) Palmarola,Magnolia oblongifolia
186178,Talauma minor subsp. oblongifolia (León) Borhidi,Magnolia minor (Urb.) Govaerts,Magnolia minor (Urb.) Govaerts,Magnolia minor (Urb.) Govaerts,Magnolia minor,Magnolia oblongifolia (León) Palmarola,Magnolia oblongifolia
186192,Talauma oblongifolia (León) Bisse,Magnolia minor (Urb.) Govaerts,Magnolia minor (Urb.) Govaerts,Magnolia minor (Urb.) Govaerts,Magnolia minor,Magnolia oblongifolia (León) Palmarola,Magnolia oblongifolia
186195,Talauma ophiticola Bisse,Magnolia minor (Urb.) Govaerts,Magnolia minor (Urb.) Govaerts,Magnolia minor (Urb.) Govaerts,Magnolia minor,Magnolia oblongifolia (León) Palmarola,Magnolia oblongifolia
186233,Talauma truncata (Moldenke) R.A.Howard,Magnolia minor (Urb.) Govaerts,Magnolia minor (Urb.) Govaerts,Magnolia minor (Urb.) Govaerts,Magnolia minor,Magnolia orbiculata (Britton & P.Wilson) Palmarola,Magnolia orbiculata
186341,Tardavel spinosa Standl.,Spermacoce tenuior L.,Spermacoce tenuior L.,Spermacoce tenuior L.,Spermacoce tenuior,Hexasepalum sarmentosum (Sw.) Delprete & J.H.Kirkbr.,Hexasepalum sarmentosum
186426,Tarenna gyokushinkwa Ohwi,Tarenna asiatica (L.) Kuntze ex K.Schum.,Tarenna asiatica (L.) Kuntze ex K.Schum.,Tarenna asiatica (L.) Kuntze ex K.Schum.,Tarenna asiatica,Tarenna gracilipes (Hayata) Ohwi,Tarenna gracilipes
186768,Beaufortia elegans var. minor Benth.,Beaufortia elegans Schauer,Beaufortia elegans Schauer,Melaleuca scitula Craven & R.D.Edwards,Melaleuca scitula,Melaleuca empetrifolia Rchb.,Melaleuca empetrifolia
186832,Beaufortia microphylla Turcz.,Beaufortia elegans Schauer,Beaufortia elegans Schauer,Melaleuca scitula Craven & R.D.Edwards,Melaleuca scitula,Melaleuca empetrifolia Rchb.,Melaleuca empetrifolia
186892,Tetramicra ekmanii Mansf.,Tetramicra schomburgkii (Rchb.f.) Rolfe,Tetramicra schomburgkii (Rchb.f.) Rolfe,Tetramicra schomburgkii (Rchb.f.) Rolfe,Tetramicra schomburgkii,Tetramicra ekmanii Mansf.,Tetramicra ekmanii
186943,Tetraplasandra koordersii Harms,Polyscias serratifolia (Miq.) Lowry & G.M.Plunkett,Polyscias serratifolia (Miq.) Lowry & G.M.Plunkett,Polyscias serratifolia (Miq.) Lowry & G.M.Plunkett,Polyscias serratifolia,Polyscias koordersii (Harms) Frodin,Polyscias koordersii
186994,Tetraplasandra paucidens Miq.,Polyscias serratifolia (Miq.) Lowry & G.M.Plunkett,Polyscias serratifolia (Miq.) Lowry & G.M.Plunkett,Polyscias serratifolia (Miq.) Lowry & G.M.Plunkett,Polyscias serratifolia,Polyscias paucidens (Miq.) Frodin,Polyscias paucidens
186995,Tetraplasandra philippinensis Merr.,Polyscias serratifolia (Miq.) Lowry & G.M.Plunkett,Polyscias serratifolia (Miq.) Lowry & G.M.Plunkett,Polyscias serratifolia (Miq.) Lowry & G.M.Plunkett,Polyscias serratifolia,Polyscias philippinensis (Merr.) Frodin,Polyscias philippinensis
187004,Tetraplasandra solomonensis Philipson,Polyscias serratifolia (Miq.) Lowry & G.M.Plunkett,Polyscias serratifolia (Miq.) Lowry & G.M.Plunkett,Polyscias serratifolia (Miq.) Lowry & G.M.Plunkett,Polyscias serratifolia,Polyscias solomonensis (Philipson) Frodin,Polyscias solomonensis
187077,Teucrium amplexicaule Benth.,Teucrium buxifolium Schreb.,Teucrium buxifolium Schreb.,Teucrium buxifolium Schreb.,Teucrium buxifolium,Teucrium amplexicaule Benth.,Teucrium amplexicaule
187195,Beccariella coriacea Pierre,Beccariella lasiantha (Baill.) Aubrév.,Beccariella lasiantha (Baill.) Aubrév.,Beccariella lasiantha (Baill.) Aubrév.,Beccariella lasiantha,Pleioluma lasiantha (Baill.) Swenson & Munzinger,Pleioluma lasiantha
187207,Beccariella dubia (Pierre ex Guillaumin) Aubrév.,Beccariella lasiantha (Baill.) Aubrév.,Beccariella lasiantha (Baill.) Aubrév.,Beccariella lasiantha (Baill.) Aubrév.,Beccariella lasiantha,Pichonia dubia (Pierre ex Guillaumin) Swenson & Munzinger,Pichonia dubia
187238,Beccariella laurifolia (A.Rich.) Aubrév.,Pouteria richardii (F.Muell.) Baehni,Pouteria richardii (F.Muell.) Baehni,Pouteria richardii (F.Muell.) Baehni,Pouteria richardii,Pleioluma laurifolia (A.Rich.) Swenson,Pleioluma laurifolia
187245,Beccariella longipetiolata Aubrév.,Beccariella balansana (Pierre ex Baill.) Aubrév.,Beccariella balansana (Pierre ex Baill.) Aubrév.,Beccariella balansana (Pierre ex Baill.) Aubrév.,Beccariella balansana,Pleioluma longipetiolata (Aubrév.) Swenson & Munzinger,Pleioluma longipetiolata
187416,Teucrium mesanidum (Litard. & Maire) Sauvage & Vindt,Teucrium luteum subsp. mesanidum (Litard. & Maire) Greuter & Burdet,Teucrium luteum subsp. mesanidum (Litard. & Maire) Greuter & Burdet,Teucrium luteum subsp. mesanidum (Litard. & Maire) Greuter & Burdet,Teucrium luteum,Teucrium mesanidum (Litard. & Maire) Sauvage & Vindt,Teucrium mesanidum
187614,Teucrium rotundifolium var. sanguisorbifolium Pau & Font Quer,Teucrium rotundifolium subsp. sanguisorbifolium (Pau & Font Quer) Cohen,Teucrium rotundifolium subsp. sanguisorbifolium (Pau & Font Quer) Cohen,Teucrium rotundifolium subsp. sanguisorbifolium (Pau & Font Quer) Cohen,Teucrium rotundifolium,Teucrium sanguisorbifolium Dobignard,Teucrium sanguisorbifolium
187628,Teucrium schoenenbergeri Nabli,Teucrium marum L.,Teucrium marum L.,Teucrium marum L.,Teucrium marum,Teucrium schoenenbergeri Nabli,Teucrium schoenenbergeri
187719,Teucrium virescens Pomel,Teucrium polium L.,Teucrium polium L.,Teucrium polium L.,Teucrium polium,Teucrium corymbiferum Desf.,Teucrium corymbiferum
188031,Theriophonum indicum Engl.,Theriophonum fischeri Sivad.,Theriophonum fischeri Sivad.,Theriophonum fischeri Sivad.,Theriophonum fischeri,Theriophonum dalzellii Schott,Theriophonum dalzellii
188069,Thomsonia thaiensis S.Y.Hu,Amorphophallus yunnanensis Engl.,Amorphophallus yunnanensis Engl.,Amorphophallus yunnanensis Engl.,Amorphophallus yunnanensis,Amorphophallus thaiensis (S.Y.Hu) Hett.,Amorphophallus thaiensis
188122,Thringis latifrons O.F.Cook,Coccothrinax alta (O.F.Cook) Becc.,Coccothrinax alta (O.F.Cook) Becc.,Coccothrinax alta (O.F.Cook) Becc.,Coccothrinax alta,Coccothrinax barbadensis (Lodd. ex Mart.) Becc.,Coccothrinax barbadensis
188123,Thringis laxa O.F.Cook,Coccothrinax alta (O.F.Cook) Becc.,Coccothrinax alta (O.F.Cook) Becc.,Coccothrinax alta (O.F.Cook) Becc.,Coccothrinax alta,Coccothrinax barbadensis (Lodd. ex Mart.) Becc.,Coccothrinax barbadensis
188217,Thrixspermum oreadum Schltr.,Thrixspermum graeffei Rchb.f.,Thrixspermum graeffei Rchb.f.,Thrixspermum graeffei Rchb.f.,Thrixspermum graeffei,Thrixspermum oreadum Schltr.,Thrixspermum oreadum
188226,Belicea hoffimannioides Lundell,Morinda citrifolia L.,Morinda citrifolia L.,Morinda citrifolia L.,Morinda citrifolia,Morinda panamensis Seem.,Morinda panamensis
188376,Thymus albinervis Strobl,Thymus zygis L.,Thymus zygis L.,Thymus zygis L.,Thymus zygis,Thymus spinulosus Ten.,Thymus spinulosus
188389,Thymus alternans Klokov,Thymus roegneri K.Koch,Thymus roegneri K.Koch,Thymus roegneri K.Koch,Thymus roegneri,Thymus alternans Klokov,Thymus alternans
188414,Thymus aschurbajevii Klokov,Thymus diminutus Klokov,Thymus diminutus Klokov,Thymus diminutus Klokov,Thymus diminutus,Thymus seravschanicus Klokov,Thymus seravschanicus
188418,Thymus atlanticus (Ball) Pau,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis,Thymus atlanticus (Ball) Pau,Thymus atlanticus
188419,Thymus atlanticus subsp. ayachicus (Humbert) Greuter & Burdet,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis,Thymus atlanticus subsp. ayachicus (Humbert) Greuter & Burdet,Thymus atlanticus
188437,Thymus benacensis Heinr.Braun,Thymus odoratissimus Mill.,Thymus odoratissimus Mill.,Thymus odoratissimus Mill.,Thymus odoratissimus,Thymus oenipontanus Heinr.Braun,Thymus oenipontanus
188503,Thymus cephalotos L.,Thymbra capitata (L.) Cav.,Thymbra capitata (L.) Cav.,Thymbra capitata (L.) Cav.,Thymbra capitata,Thymus moroderi Pau ex Martinez,Thymus moroderi
188576,Thymus dominii Velen.,Thymus heterotrichus Griseb.,Thymus heterotrichus Griseb.,Thymus heterotrichus Griseb.,Thymus heterotrichus,Thymus sibthorpii Benth.,Thymus sibthorpii
188580,Thymus dzevanovskyi Klokov & Des.-Shost.,Thymus kosteleckyanus Opiz,Thymus kosteleckyanus Opiz,Thymus kosteleckyanus Opiz,Thymus kosteleckyanus,Thymus dzevanovskyi Klokov & Des.-Shost.,Thymus dzevanovskyi
188603,Thymus evenkiensis Byczenn.,Thymus reverdattoanus Serg.,Thymus reverdattoanus Serg.,Thymus reverdattoanus Serg.,Thymus reverdattoanus,Thymus evenkiensis Byczenn.,Thymus evenkiensis
188656,Thymus gussonei Lojac.,Thymus spinulosus Ten.,Thymus spinulosus Ten.,Thymus spinulosus Ten.,Thymus spinulosus,Thymus paronychioides Čelak.,Thymus paronychioides
188704,Thymus inodarus Benth.,Micromeria varia Benth.,Micromeria varia Benth.,Micromeria varia Benth.,Micromeria varia,Micromeria tragothymus Webb & Berthel.,Micromeria tragothymus
188827,Thymus mentagensis Batt.,Thymus munbyanus Boiss. & Reut.,Thymus munbyanus Boiss. & Reut.,Thymus munbyanus Boiss. & Reut.,Thymus munbyanus,Thymus willdenowii Boiss.,Thymus willdenowii
188905,Thymus pallidus subsp. eriodontus (Maire) Maire,Thymus willdenowii Boiss.,Thymus willdenowii Boiss.,Thymus willdenowii Boiss.,Thymus willdenowii,Thymus pallidus subsp. eriodontus (Maire) Maire,Thymus pallidus
188925,Benthamia flavida Schltr.,Benthamia cinnabarina (Rolfe) H.Perrier,Benthamia cinnabarina (Rolfe) H.Perrier,Cynorkis cinnabarina (Rolfe) Hermans & P.J.Cribb,Cynorkis cinnabarina,Benthamia flavida Schltr.,Benthamia flavida
188962,Thymus pseudopallidus H.Lindb.,Thymus willdenowii Boiss.,Thymus willdenowii Boiss.,Thymus willdenowii Boiss.,Thymus willdenowii,Thymus pallidus subsp. eriodontus (Maire) Maire,Thymus pallidus
188998,Thymus radoi Borbás,Thymus serpyllum L.,Thymus serpyllum L.,Thymus serpyllum L.,Thymus serpyllum,Thymus radoi Borbás,Thymus radoi
189010,Thymus reverdattoanus var. evenkiensis (Byczenn.) Kuvaev,Thymus reverdattoanus Serg.,Thymus reverdattoanus Serg.,Thymus reverdattoanus Serg.,Thymus reverdattoanus,Thymus evenkiensis Byczenn.,Thymus evenkiensis
189042,Thymus semiglaber Klokov,Thymus komarovii Serg.,Thymus komarovii Serg.,Thymus komarovii Serg.,Thymus komarovii,Thymus semiglaber Klokov,Thymus semiglaber
189079,Thymus serpyllum var. leiodontus Emb. & Maire,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis,Thymus atlanticus subsp. ayachicus (Humbert) Greuter & Burdet,Thymus atlanticus
189130,Thymus striatus Munby,Thymus willdenowii Boiss.,Thymus willdenowii Boiss.,Thymus willdenowii Boiss.,Thymus willdenowii,Thymus striatus Munby,Thymus striatus
189136,Thymus subhirsutus Borbás & Heinr.Braun,Thymus serpyllum L.,Thymus serpyllum L.,Thymus serpyllum L.,Thymus serpyllum,Thymus subhirsutus Borbás & Heinr.Braun,Thymus subhirsutus
189190,Thymus valderius Ronniger,Micromeria marginata (Sm.) Chater,Micromeria marginata (Sm.) Chater,Micromeria marginata (Sm.) Chater,Micromeria marginata,Thymus pulegioides subsp. pannonicus (All.) Kerguélen,Thymus pulegioides
189227,Benthamia perrieri Schltr.,Benthamia cinnabarina (Rolfe) H.Perrier,Benthamia cinnabarina (Rolfe) H.Perrier,Cynorkis cinnabarina (Rolfe) Hermans & P.J.Cribb,Cynorkis cinnabarina,Benthamia flavida Schltr.,Benthamia flavida
189633,Tithymalus boissierianus Woronow,Euphorbia boissieriana (Woronow) Prokh.,Euphorbia boissieriana (Woronow) Prokh.,Euphorbia boissieriana (Woronow) Prokh.,Euphorbia boissieriana,Euphorbia saratoi Ardoino,Euphorbia saratoi
189667,Tithymalus chrysophyllus Klotzsch & Garcke,Euphorbia portulacoides subsp. collina (Phil.) Croizat,Euphorbia portulacoides subsp. collina (Phil.) Croizat,Euphorbia portulacoides subsp. collina (Phil.) Croizat,Euphorbia portulacoides,Euphorbia chrysophylla Klotzsch ex Boiss.,Euphorbia chrysophylla
189671,Tithymalus confertus Klotzsch & Garcke,Euphorbia ericoides Lam.,Euphorbia ericoides Lam.,Euphorbia ericoides Lam.,Euphorbia ericoides,Euphorbia erythrina Link,Euphorbia erythrina
189681,Tithymalus crispus Haw.,Euphorbia crispa (Haw.) Sweet,Euphorbia crispa (Haw.) Sweet,Euphorbia crispa (Haw.) Sweet,Euphorbia crispa,Euphorbia tuberosa L.,Euphorbia tuberosa
189707,Tithymalus edgeworthii (Boiss.) Soják,Euphorbia cashmeriana Royle,Euphorbia cashmeriana Royle,Euphorbia cashmeriana Royle,Euphorbia cashmeriana,Euphorbia edgeworthii Boiss.,Euphorbia edgeworthii
189708,Tithymalus elliottii Klotzsch & Garcke,Euphorbia gracilior Cronquist,Euphorbia gracilior Cronquist,Euphorbia gracilior Cronquist,Euphorbia gracilior,Euphorbia exserta (Small) Coker,Euphorbia exserta
189741,Tithymalus graminifolius subsp. jaxarticus (Prokh.) Soják,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia virgata Waldst. & Kit.,Euphorbia virgata
189742,Tithymalus graminifolius subsp. orientalis (Boiss.) Soják,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia saratoi Ardoino,Euphorbia saratoi
189743,Tithymalus graminifolius subsp. waldsteinii (Soják) Soják,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia virgata Waldst. & Kit.,Euphorbia virgata
189769,Tithymalus hypoleucus Prokh.,Euphorbia boissieriana (Woronow) Prokh.,Euphorbia boissieriana (Woronow) Prokh.,Euphorbia boissieriana (Woronow) Prokh.,Euphorbia boissieriana,Euphorbia saratoi Ardoino,Euphorbia saratoi
189783,Tithymalus jaxarticus Prokh.,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia virgata Waldst. & Kit.,Euphorbia virgata
189826,Tithymalus meyeri Klotzsch & Garcke,Euphorbia erubescens Boiss.,Euphorbia erubescens Boiss.,Euphorbia erubescens Boiss.,Euphorbia erubescens,Euphorbia kraussiana Bernh. ex Krauss,Euphorbia kraussiana
189979,Tithymalus tommasinianus (Bertol.) Soják,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia tommasiniana Bertol.,Euphorbia tommasiniana
189980,Tithymalus tommasinianus subsp. virgultosus (Klokov) Soják,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia saratoi Ardoino,Euphorbia saratoi
189981,Tithymalus tommasinianus subsp. waldsteinii (Soják) Soják,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia virgata Waldst. & Kit.,Euphorbia virgata
189994,Tithymalus virgultosus (Klokov) Holub,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia saratoi Ardoino,Euphorbia saratoi
189997,Tithymalus waldsteinii Soják,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula subsp. tommasiniana (Bertol.) Kuzmanov,Euphorbia esula,Euphorbia virgata Waldst. & Kit.,Euphorbia virgata
190029,Tolumnia acunae (M.A.Díaz) Nir,Tolumnia tuerckheimii (Cogn.) Braem,Tolumnia tuerckheimii (Cogn.) Braem,Tolumnia tuerckheimii (Cogn.) Braem,Tolumnia tuerckheimii,Tolumnia acunae (M.A.Díaz) Nir,Tolumnia acunae
190031,Tolumnia apiculata (Moir) Braem,Tolumnia guttata (L.) Nir,Tolumnia guttata (L.) Nir,Tolumnia guttata (L.) Nir,Tolumnia guttata,Tolumnia pulchella (Hook.) Raf.,Tolumnia pulchella
