,202112_202412,Percentages
original_names,1246738,100.0
total_disagreements,53010,4.251895747141741
species_disagreements,18852,1.5121059917961914
genus_disagreements,4759,0.3817161264034625
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
