,202207_202306,Percentages
original_names,1254030,100.0
total_disagreements,21228,1.6927824693189157
species_disagreements,4977,0.39688045740532524
genus_disagreements,888,0.07081170306930457
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
