,201807_202112,Percentages
original_names,1051028,100.0
total_disagreements,39716,3.778776588254547
species_disagreements,17409,1.6563783267429601
genus_disagreements,5807,0.5525066886895497
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
