,taxon_name_w_authors,202212_accepted_name_w_author,202412_taxon_name_w_authors,202412_chained_accepted_name_w_author,202412_chained_accepted_species,202412_direct_accepted_name_w_author,202412_direct_accepted_species,202412_chained_accepted_genus,202412_direct_accepted_genus
count,17638,17638,17638,17638,17046,17638,17136,17638,17638
unique,17638,8224,8224,8128,7724,9866,9270,2465,2515
top,Poivrea obscura var. octogona H.Perrier,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex,Piper,Senecio
freq,1,67,67,68,68,66,66,321,385
