,taxon_name_w_authors,202212_accepted_name_w_author,202406_taxon_name_w_authors,202406_chained_accepted_name_w_author,202406_chained_accepted_species,202406_direct_accepted_name_w_author,202406_direct_accepted_species
count,37637,37637,37637,37637,37405,37637,37461
unique,37637,11571,11571,11485,10810,13407,12129
top,Myrtus communis f. lusitanica (L.) Cout.,Mentha longifolia (L.) L.,Mentha longifolia (L.) L.,Mentha longifolia (L.) L.,Mentha longifolia,Mentha longifolia subsp. longifolia ,Mentha longifolia
freq,1,246,246,246,246,247,247
