,taxon_name_w_authors,202312_accepted_name_w_author,202406_taxon_name_w_authors,202406_chained_accepted_name_w_author,202406_chained_accepted_species,202406_direct_accepted_name_w_author,202406_direct_accepted_species,202406_chained_accepted_genus,202406_direct_accepted_genus
405,Helmiopsis linearifolia subsp. sely (Arènes) Skema,Helmiopsis linearifolia (Hochr.) Skema,Helmiopsis linearifolia (Hochr.) Skema,Eriolaena linearifolia (Hochr.) Dorr,Eriolaena linearifolia,Eriolaena rigida (Baill.) Dorr,Eriolaena rigida,Eriolaena,Eriolaena
664,Hieracium furcatum subsp. flocciferum Nägeli & Peter,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia,Pilosella sphaerocephala (Froel. ex Rchb.) F.W.Schultz & Sch.Bip.,Pilosella sphaerocephala,Pilosella,Pilosella
856,Pilosella sphaerocephala (Froel. ex Rchb.) F.W.Schultz & Sch.Bip.,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia,Pilosella sphaerocephala (Froel. ex Rchb.) F.W.Schultz & Sch.Bip.,Pilosella sphaerocephala,Pilosella,Pilosella
868,Hieracium sachokianum Kem.-Nath.,Pilosella setigera Fr.,Pilosella setigera Fr.,Pilosella cymosa (L.) F.W.Schultz & Sch.Bip.,Pilosella cymosa,Pilosella visianii F.W.Schultz & Sch.Bip.,Pilosella visianii,Pilosella,Pilosella
967,Crepis hypochaeridea subsp. rhodesica Babc.,Crepis hypochoeridea Thell.,Crepis hypochoeridea Thell.,Crepis hypochoeridea Thell.,Crepis hypochoeridea,Crepis hypochaeridea (DC.) Thell.,Crepis hypochaeridea,Crepis,Crepis
1702,Picris spinosa Poir.,Helminthotheca echioides (L.) Holub,Helminthotheca echioides (L.) Holub,Helminthotheca echioides (L.) Holub,Helminthotheca echioides,Helminthotheca spinosa (DC.) Talavera & Tremetsberger,Helminthotheca spinosa,Helminthotheca,Helminthotheca
1750,Hieracium dmitrovense (Peter) Üksip,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia,Pilosella,Pilosella
1785,Leontodon major Mérat,Leontodon hispidus L.,Leontodon hispidus L.,Leontodon hispidus L.,Leontodon hispidus,Leontodon saxatilis subsp. rothii Maire,Leontodon saxatilis,Leontodon,Leontodon
1906,Hieracium durisetum (Nägeli & Peter) Üksip,Pilosella setigera Fr.,Pilosella setigera Fr.,Pilosella cymosa (L.) F.W.Schultz & Sch.Bip.,Pilosella cymosa,Pilosella cymosiformis (Froel.) Gottschl.,Pilosella cymosiformis,Pilosella,Pilosella
2122,Apargia nudicaulis Britton,Leontodon saxatilis subsp. saxatilis ,Leontodon saxatilis subsp. saxatilis ,Leontodon saxatilis subsp. saxatilis ,Leontodon saxatilis,Leontodon crispus Vill.,Leontodon crispus,Leontodon,Leontodon
2507,Gundelia glabra Mill.,Gundelia tournefortii L.,Gundelia tournefortii L.,Gundelia tournefortii L.,Gundelia tournefortii,Gundelia glabra Mill.,Gundelia glabra,Gundelia,Gundelia
2521,Hedypnois pendula Willd.,Hedypnois rhagadioloides (L.) F.W.Schmidt,Hedypnois rhagadioloides (L.) F.W.Schmidt,Hedypnois rhagadioloides (L.) F.W.Schmidt,Hedypnois rhagadioloides,Hedypnois pendula Willd.,Hedypnois pendula,Hedypnois,Hedypnois
2690,Hieracium melanophaeum (Nägeli & Peter) Prain,Pilosella piloselloides subsp. praealta (Gochnat) S.Bräut. & Greuter,Pilosella piloselloides subsp. praealta (Gochnat) S.Bräut. & Greuter,Pilosella piloselloides subsp. praealta (Gochnat) S.Bräut. & Greuter,Pilosella piloselloides,Hieracium chondrillifolium subsp. melanophaeum (Nägeli & Peter) Zahn,Hieracium chondrillifolium,Pilosella,Hieracium
2803,Hieracium brachiatum subsp. tephroleucum Nägeli & Peter,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia,Pilosella,Pilosella
2897,Scorzonera lasiospora Boiss. & Balansa,Scorzonera latifolia DC.,Scorzonera latifolia DC.,Scorzonera latifolia DC.,Scorzonera latifolia,"Gelasia latifolia (Fisch. & C.A.Mey.) Zaika, Sukhor. & N.Kilian",Gelasia latifolia,Scorzonera,Gelasia
3005,Leontodon carreiroi (Gand.) Palhinha,Leontodon filii (Hochst. ex Seub.) Paiva & Ormonde,Leontodon filii (Hochst. ex Seub.) Paiva & Ormonde,Leontodon filii (Hochst. ex Seub.) Paiva & Ormonde,Leontodon filii,Leontodon carreiroi (Gand.) Palhinha,Leontodon carreiroi,Leontodon,Leontodon
3186,Crepis caudicaulis Babc.,Crepis hypochoeridea Thell.,Crepis hypochoeridea Thell.,Crepis hypochoeridea Thell.,Crepis hypochoeridea,Crepis hypochaeridea (DC.) Thell.,Crepis hypochaeridea,Crepis,Crepis
3749,Hieracium cymosum subsp. pubescens Fr.,Pilosella cymosa subsp. vaillantii (Tausch) S.Bräut. & Greuter,Pilosella cymosa subsp. vaillantii (Tausch) S.Bräut. & Greuter,Pilosella cymosa subsp. vaillantii (Tausch) S.Bräut. & Greuter,Pilosella cymosa,Pilosella vaillantii (Tausch) Soják,Pilosella vaillantii,Pilosella,Pilosella
3898,Hieracium rhodopeum Griseb.,Pilosella alpicola F.W.Schultz & Sch.Bip.,Pilosella alpicola F.W.Schultz & Sch.Bip.,Pilosella alpicola F.W.Schultz & Sch.Bip.,Pilosella alpicola,Pilosella rhodopea (Griseb.) Szeląg,Pilosella rhodopea,Pilosella,Pilosella
4055,Crepis kochii Tchich.,Crepis multicaulis Ledeb.,Crepis multicaulis Ledeb.,Crepis multicaulis Ledeb.,Crepis multicaulis,Crepis sancta (L.) Bornm.,Crepis sancta,Crepis,Crepis
4284,Taraxacum lacerilobum Dahlst.,Taraxacum acrolobum Dahlst.,Taraxacum acrolobum Dahlst.,Taraxacum paradoxum Palmgr.,Taraxacum paradoxum,Taraxacum macrolobum Dahlst.,Taraxacum macrolobum,Taraxacum,Taraxacum
4315,Hieracium psilobrachion (Woronow & Zahn) Üksip,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia,Pilosella,Pilosella
4475,Picridium macrophyllum Vis. & Pančić,Reichardia dichotoma Freyn,Reichardia dichotoma Freyn,Reichardia dichotoma Freyn,Reichardia dichotoma,Reichardia macrophylla Vis. & Pančić,Reichardia macrophylla,Reichardia,Reichardia
4517,Tragopogon dshimilensis K.Koch,Tragopogon porrifolius subsp. longirostris (Sch.Bip.) Greuter,Tragopogon porrifolius subsp. longirostris (Sch.Bip.) Greuter,Tragopogon coelesyriacus Boiss.,Tragopogon coelesyriacus,Tragopogon dshimilensis K.Koch,Tragopogon dshimilensis,Tragopogon,Tragopogon
4962,Hieracium brachiatum Bertero ex DC.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia,Pilosella,Pilosella
5197,Taraxacum praecox Schischk.,Taraxacum monochlamydeum Hand.-Mazz.,Taraxacum monochlamydeum Hand.-Mazz.,Taraxacum monochlamydeum Hand.-Mazz.,Taraxacum monochlamydeum,Taraxacum fedtschenkoi Hand.-Mazz.,Taraxacum fedtschenkoi,Taraxacum,Taraxacum
5435,Tragopogon altaicus S.A.Nikitin & Schischk.,Tragopogon orientalis L.,Tragopogon orientalis L.,Tragopogon orientalis L.,Tragopogon orientalis,Tragopogon altaicus S.A.Nikitin & Schischk.,Tragopogon altaicus,Tragopogon,Tragopogon
5457,Lactuca flava Forssk.,Launaea massauensis (Fres.) Chiov.,Launaea massauensis (Fres.) Chiov.,Launaea massauensis (Fres.) Chiov.,Launaea massauensis,Launaea massavensis (Fresen.) Kuntze,Launaea massavensis,Launaea,Launaea
5680,Apargia taraxaci Willd.,Scorzoneroides hispidula (Delile) Greuter & Talavera,Scorzoneroides hispidula (Delile) Greuter & Talavera,Scorzoneroides hispidula (Delile) Greuter & Talavera,Scorzoneroides hispidula,Scorzoneroides autumnalis subsp. borealis (Ball) Greuter,Scorzoneroides autumnalis,Scorzoneroides,Scorzoneroides
6122,Lasiospora latifolia Fisch. & C.A.Mey.,Scorzonera latifolia DC.,Scorzonera latifolia DC.,Scorzonera latifolia DC.,Scorzonera latifolia,"Gelasia latifolia (Fisch. & C.A.Mey.) Zaika, Sukhor. & N.Kilian",Gelasia latifolia,Scorzonera,Gelasia
6327,Picris humifusa Willd.,Helminthotheca echioides (L.) Holub,Helminthotheca echioides (L.) Holub,Helminthotheca echioides (L.) Holub,Helminthotheca echioides,Picris hieracioides L.,Picris hieracioides,Helminthotheca,Picris
6421,Hieracium pedunculatum Wallr.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata F.W.Schultz & Sch.Bip.,Pilosella brachiata,Pilosella acutifolia (Vill.) Arv.-Touv.,Pilosella acutifolia,Pilosella,Pilosella
6530,Hieracium groenlandicum Arv.-Touv.,Hieracium lachenalii subsp. cruentifolium (Dahlst. & Lübeck) Zahn,Hieracium lachenalii subsp. cruentifolium (Dahlst. & Lübeck) Zahn,Hieracium lachenalii subsp. cruentifolium (Dahlst. & Lübeck) Zahn,Hieracium lachenalii,Hieracium groenlandicum Arv.-Touv.,Hieracium groenlandicum,Hieracium,Hieracium
6773,Hieracium arnoserioides Nägeli & Peter,Pilosella arnoseroides (Nägeli & Peter) Soják,Pilosella arnoseroides (Nägeli & Peter) Soják,Pilosella arnoseroides (Nägeli & Peter) Soják,Pilosella arnoseroides,Pilosella arnoserioides (Nägeli & Peter) Soják,Pilosella arnoserioides,Pilosella,Pilosella
6901,Hieracium scabricaule Bisch.,Pilosella balansae (Boiss.) S.Bräut. & Greuter,Pilosella balansae (Boiss.) S.Bräut. & Greuter,Pilosella balansae (Boiss.) S.Bräut. & Greuter,Pilosella balansae,Hieracium scabricaule Bisch.,Hieracium scabricaule,Pilosella,Hieracium
8126,Crepis scaposa C.C.Chang,Youngia scaposa (Chang) Babc. & Stebbins,Youngia scaposa (Chang) Babc. & Stebbins,Youngia scaposa (Chang) Babc. & Stebbins,Youngia scaposa,Youngia szechuanica (Soderb.) S.Y.Hu,Youngia szechuanica,Youngia,Youngia
8249,Scorzonera karjaginii Grossh.,Scorzonera incisa DC.,Scorzonera incisa DC.,"Pseudopodospermum incisum (DC.) Zaika, Sukhor. & N.Kilian",Pseudopodospermum incisum,"Pseudopodospermum bicolor (Freyn & Sint.) E.Hatami, N.Kilian & K.E.Jones",Pseudopodospermum bicolor,Pseudopodospermum,Pseudopodospermum
8421,Paraprenanthes luchunensis C.Shih,Paraprenanthes sororia (Miq.) C.Shih,Paraprenanthes sororia (Miq.) C.Shih,Paraprenanthes sororia (Miq.) C.Shih,Paraprenanthes sororia,Paraprenanthes prenanthoides (Hemsl.) C.Shih,Paraprenanthes prenanthoides,Paraprenanthes,Paraprenanthes
9015,Hieracium arnoserioides subsp. tiltum Nägeli & Peter,Pilosella arnoseroides (Nägeli & Peter) Soják,Pilosella arnoseroides (Nägeli & Peter) Soják,Pilosella arnoseroides (Nägeli & Peter) Soják,Pilosella arnoseroides,Pilosella arnoserioides (Nägeli & Peter) Soják,Pilosella arnoserioides,Pilosella,Pilosella
9119,Hieracium permense (Zahn) Üksip,Pilosella setigera Fr.,Pilosella setigera Fr.,Pilosella cymosa (L.) F.W.Schultz & Sch.Bip.,Pilosella cymosa,Pilosella visianii F.W.Schultz & Sch.Bip.,Pilosella visianii,Pilosella,Pilosella
9834,Crepis chirindica S.Moore,Crepis hypochoeridea Thell.,Crepis hypochoeridea Thell.,Crepis hypochoeridea Thell.,Crepis hypochoeridea,Crepis hypochaeridea (DC.) Thell.,Crepis hypochaeridea,Crepis,Crepis
