,201905_202207,Percentages
original_names,1046233,100.0
total_disagreements,42175,4.031128821209042
species_disagreements,18836,1.8003637812991944
genus_disagreements,6429,0.6144902712875622
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
