,201905_202204,Percentages
original_names,1046233,100.0
total_disagreements,42175,4.031128821209042
species_disagreements,19113,1.8268397192594765
genus_disagreements,6249,0.597285690663552
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
