,taxon_name_w_authors,202204_accepted_name_w_author,202412_taxon_name_w_authors,202412_chained_accepted_name_w_author,202412_chained_accepted_species,202412_direct_accepted_name_w_author,202412_direct_accepted_species
count,53234,53234,53234,53234,52593,53234,52687
unique,53234,16495,16495,16360,15329,19494,17404
top,Pyramidium Boiss.,Mentha longifolia (L.) L.,Mentha longifolia (L.) L.,Mentha longifolia (L.) L.,Mentha longifolia,Mentha longifolia subsp. longifolia ,Mentha longifolia
freq,1,239,239,239,239,240,240
