,taxon_name_w_authors,202406_accepted_name_w_author,202412_taxon_name_w_authors,202412_chained_accepted_name_w_author,202412_chained_accepted_species,202412_direct_accepted_name_w_author,202412_direct_accepted_species
count,9436,9436,9436,9436,9028,9436,9073
unique,9436,2670,2670,2649,2394,3471,2967
top,Microchlaena Wall. ex Wight & Arn.,Piper aduncum L.,Piper aduncum L.,Piper aduncum L.,Piper aduncum,Piper aduncum var. aduncum ,Epilobium ciliatum
freq,1,71,71,71,73,69,71
