,taxon_name_w_authors,202406_accepted_name_w_author,202412_taxon_name_w_authors,202412_chained_accepted_name_w_author,202412_chained_accepted_species,202412_direct_accepted_name_w_author,202412_direct_accepted_species
505527,Bunias cakile L.,Cakile maritima Scop.,Cakile maritima Scop.,Cakile maritima Scop.,Cakile maritima,Cakile maritima subsp. maritima Scop.,Cakile maritima
505536,Bunias littoralis Salisb.,Cakile maritima Scop.,Cakile maritima Scop.,Cakile maritima Scop.,Cakile maritima,Cakile maritima subsp. maritima Scop.,Cakile maritima
505550,Bunias spinosa L.,Zilla spinosa Prantl,Zilla spinosa Prantl,Zilla spinosa Prantl,Zilla spinosa,Zilla spinosa subsp. spinosa Prantl,Zilla spinosa
505564,Bunium agrarium Albert,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum,Bunium bulbocastanum var. bulbocastanum ,Bunium bulbocastanum
505576,Bunium ammoides Link ex Spreng.,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,Conopodium majus,Conopodium majus subsp. majus ,Conopodium majus
505581,Bunium aphyllum Jan ex DC.,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum,Bunium bulbocastanum var. bulbocastanum ,Bunium bulbocastanum
505599,Bunium bulbocastanum var. aphyllum (Jan ex DC.) Fiori & Paol.,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum,Bunium bulbocastanum var. bulbocastanum ,Bunium bulbocastanum
505600,Bunium bulbocastanum var. baldense Rigo ex Huter,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum,Bunium bulbocastanum var. bulbocastanum ,Bunium bulbocastanum
505605,Bunium bulbosum Dulac,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum,Bunium bulbocastanum var. bulbocastanum ,Bunium bulbocastanum
505607,Bunium butinioides Boiss. & Reut. ex Boiss.,Conopodium bunioides (Boiss.) Calest.,Conopodium bunioides (Boiss.) Calest.,Conopodium bunioides (Boiss.) Calest.,Conopodium bunioides,Conopodium bunioides subsp. bunioides ,Conopodium bunioides
505622,Bunium collinum Albert,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum,Bunium bulbocastanum var. bulbocastanum ,Bunium bulbocastanum
505629,Bunium cylindraceum var. brachycarpum Freyn,Elwendia cylindrica (Boiss. & Hausskn.) Pimenov & Kljuykov,Elwendia cylindrica (Boiss. & Hausskn.) Pimenov & Kljuykov,Elwendia cylindrica (Boiss. & Hausskn.) Pimenov & Kljuykov,Elwendia cylindrica,Elwendia longipes (Freyn) Pimenov & Kljuykov,Elwendia longipes
505631,Bunium cylindraceum var. minor Freyn,Elwendia cylindrica (Boiss. & Hausskn.) Pimenov & Kljuykov,Elwendia cylindrica (Boiss. & Hausskn.) Pimenov & Kljuykov,Elwendia cylindrica (Boiss. & Hausskn.) Pimenov & Kljuykov,Elwendia cylindrica,Elwendia kuhitangi (Nevski) Pimenov & Kljuykov,Elwendia kuhitangi
505635,Bunium cylindricum var. brachycarpum (Freyn) H.Wolff,Elwendia cylindrica (Boiss. & Hausskn.) Pimenov & Kljuykov,Elwendia cylindrica (Boiss. & Hausskn.) Pimenov & Kljuykov,Elwendia cylindrica (Boiss. & Hausskn.) Pimenov & Kljuykov,Elwendia cylindrica,Elwendia longipes (Freyn) Pimenov & Kljuykov,Elwendia longipes
505637,Bunium cylindricum var. minus (Freyn) H.Wolff,Elwendia cylindrica (Boiss. & Hausskn.) Pimenov & Kljuykov,Elwendia cylindrica (Boiss. & Hausskn.) Pimenov & Kljuykov,Elwendia cylindrica (Boiss. & Hausskn.) Pimenov & Kljuykov,Elwendia cylindrica,Elwendia kuhitangi (Nevski) Pimenov & Kljuykov,Elwendia kuhitangi
505640,Bunium denudatum DC.,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,Conopodium majus,Conopodium majus subsp. majus ,Conopodium majus
505653,Bunium elegans var. noeanum (Boiss.) H.Wolff,Bunium paucifolium DC.,Bunium paucifolium DC.,Bunium paucifolium DC.,Bunium paucifolium,Bunium elegans (Fenzl) Freyn,Bunium elegans
505667,Bunium flexuosum With.,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,Conopodium majus,Conopodium majus subsp. majus ,Conopodium majus
505690,Bunium longilobum Kljuykov,Elwendia hissarica (Korovin) Pimenov & Kljuykov,Elwendia hissarica (Korovin) Pimenov & Kljuykov,Elwendia hissarica (Korovin) Pimenov & Kljuykov,Elwendia hissarica,Elwendia longiloba (Kljuykov) Kljuykov,Elwendia longiloba
505692,Bunium longipes subsp. minor (Freyn) Geld.,Elwendia longipes (Freyn) Pimenov & Kljuykov,Elwendia longipes (Freyn) Pimenov & Kljuykov,Elwendia longipes (Freyn) Pimenov & Kljuykov,Elwendia longipes,Elwendia kuhitangi (Nevski) Pimenov & Kljuykov,Elwendia kuhitangi
505701,Bunium majus Vill.,Bunium ferulaceum Sm.,Bunium ferulaceum Sm.,Bunium ferulaceum Sm.,Bunium ferulaceum,Bunium bulbocastanum var. bulbocastanum ,Bunium bulbocastanum
505708,Bunium mediterraneum Albert,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum,Bunium bulbocastanum var. bulbocastanum ,Bunium bulbocastanum
505712,Bunium minus Gouan,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum L.,Bunium bulbocastanum,Bunium bulbocastanum var. bulbocastanum ,Bunium bulbocastanum
505713,Bunium minus Gray,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,Conopodium majus,Conopodium majus subsp. majus ,Conopodium majus
505720,Bunium noeanum (Boiss.) Woronow ex Grossh.,Bunium paucifolium DC.,Bunium paucifolium DC.,Bunium paucifolium DC.,Bunium paucifolium,Bunium elegans (Fenzl) Freyn,Bunium elegans
505727,Bunium paucifolium var. brevipes (Freyn & Sint.) Hedge & Lamond,Bunium elegans (Fenzl) Freyn,Bunium elegans (Fenzl) Freyn,Bunium elegans (Fenzl) Freyn,Bunium elegans,Bunium paucifolium DC.,Bunium paucifolium
505735,Bunium pilosum Willd. ex Roem. & Schult.,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,Conopodium majus,Conopodium majus subsp. majus ,Conopodium majus
505740,Bunium pygmaeum Beauverd,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,Conopodium majus,Conopodium majus subsp. majus ,Conopodium majus
505747,Bunium rigidulum Caruel,Carum appuanum (Viv.) Grande,Carum appuanum (Viv.) Grande,Carum appuanum (Viv.) Grande,Carum appuanum,Carum appuanum subsp. appuanum ,Carum appuanum
505750,Bunium saxatile Mill.,Bunium alpinum Waldst. & Kit.,Bunium alpinum Waldst. & Kit.,Bunium alpinum Waldst. & Kit.,Bunium alpinum,Bunium alpinum subsp. alpinum ,Bunium alpinum
505762,Bunium tenuisectum Griseb. ex Pant.,Bunium alpinum Waldst. & Kit.,Bunium alpinum Waldst. & Kit.,Bunium alpinum Waldst. & Kit.,Bunium alpinum,Bunium alpinum subsp. alpinum ,Bunium alpinum
505764,Bunium ternatum Pers.,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,Conopodium majus (Gouan) Loret,Conopodium majus,Conopodium majus subsp. majus ,Conopodium majus
505790,Bupleurum aciphyllum var. robustum Buchard,Bupleurum salicifolium R.Br.,Bupleurum salicifolium R.Br.,Bupleurum salicifolium R.Br.,Bupleurum salicifolium,Bupleurum salicifolium subsp. salicifolium ,Bupleurum salicifolium
505794,Bupleurum aegyptiacum Nectoux ex H.Wolff,Bupleurum lancifolium Hornem.,Bupleurum lancifolium Hornem.,Bupleurum lancifolium Hornem.,Bupleurum lancifolium,Bupleurum lancifolium var. lancifolium ,Bupleurum lancifolium
505809,Bupleurum aitchisonii var. caudatum H.Wolff,Bupleurum aitchisonii H.Wolff,Bupleurum aitchisonii H.Wolff,Bupleurum aitchisonii H.Wolff,Bupleurum aitchisonii,Bupleurum rupestre Edgew.,Bupleurum rupestre
505832,Bupleurum angustifolium Ledeb.,Bupleurum bicaule Helm,Bupleurum bicaule Helm,Bupleurum bicaule Helm,Bupleurum bicaule,Bupleurum bicaule var. bicaule ,Bupleurum bicaule
505834,Bupleurum antiochium Post,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
505863,Bupleurum asperuloides var. laxum Fenzl,Bupleurum asperuloides Heldr.,Bupleurum asperuloides Heldr.,Bupleurum asperuloides Heldr.,Bupleurum asperuloides,Bupleurum pauciradiatum Fenzl ex Boiss.,Bupleurum pauciradiatum
505871,Bupleurum aureum f. macranthum Krylov,Bupleurum aureum Fisch. ex Hoffm.,Bupleurum aureum Fisch. ex Hoffm.,Bupleurum aureum Fisch. ex Hoffm.,Bupleurum aureum,Bupleurum aureum var. aureum ,Bupleurum aureum
505881,Bupleurum baldense Host,Bupleurum ranunculoides L.,Bupleurum ranunculoides L.,Bupleurum ranunculoides L.,Bupleurum ranunculoides,Bupleurum ranunculoides subsp. ranunculoides ,Bupleurum ranunculoides
505884,Bupleurum baldense var. multicaule Ledeb.,Bupleurum bicaule Helm,Bupleurum bicaule Helm,Bupleurum bicaule Helm,Bupleurum bicaule,Bupleurum bicaule var. bicaule ,Bupleurum bicaule
505885,Bupleurum baldense var. oeneum (Boiss. & A.Huet) Boiss.,Bupleurum falcatum subsp. persicum (Boiss.) Koso-Pol.,Bupleurum falcatum subsp. persicum (Boiss.) Koso-Pol.,Bupleurum persicum Boiss.,Bupleurum persicum,Bupleurum nordmannianum Ledeb.,Bupleurum nordmannianum
505893,Bupleurum bicaule var. angustifolium Koso-Pol.,Bupleurum bicaule Helm,Bupleurum bicaule Helm,Bupleurum bicaule Helm,Bupleurum bicaule,Bupleurum bicaule var. bicaule ,Bupleurum bicaule
505900,Bupleurum borealisinense Nakai,Bupleurum smithii H.Wolff,Bupleurum smithii H.Wolff,Bupleurum smithii H.Wolff,Bupleurum smithii,Bupleurum smithii var. smithii ,Bupleurum smithii
505912,Bupleurum burserianum Willd.,Bupleurum ranunculoides L.,Bupleurum ranunculoides L.,Bupleurum ranunculoides L.,Bupleurum ranunculoides,Bupleurum ranunculoides subsp. ranunculoides ,Bupleurum ranunculoides
505918,Bupleurum candollei f. acutifolium H.Wolff,Bupleurum candollei Wall. ex DC.,Bupleurum candollei Wall. ex DC.,Bupleurum candollei Wall. ex DC.,Bupleurum candollei,Bupleurum candollei var. candollei ,Bupleurum candollei
505920,Bupleurum candollei f. obtusifolium H.Wolff,Bupleurum candollei Wall. ex DC.,Bupleurum candollei Wall. ex DC.,Bupleurum candollei Wall. ex DC.,Bupleurum candollei,Bupleurum candollei var. candollei ,Bupleurum candollei
505928,Bupleurum caricifolium Willd.,Bupleurum ranunculoides L.,Bupleurum ranunculoides L.,Bupleurum ranunculoides L.,Bupleurum ranunculoides,Bupleurum ranunculoides subsp. ranunculoides ,Bupleurum ranunculoides
505929,Bupleurum caricinum Rchb.,Bupleurum ranunculoides L.,Bupleurum ranunculoides L.,Bupleurum ranunculoides L.,Bupleurum ranunculoides,Bupleurum ranunculoides subsp. ranunculoides ,Bupleurum ranunculoides
505941,Bupleurum chlorocarpum Timb.-Lagr. & Jeanb.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
505952,Bupleurum commelynoideum var. elatissimum H.Boissieu,Bupleurum commelynoideum H.Boissieu,Bupleurum commelynoideum H.Boissieu,Bupleurum commelynoideum H.Boissieu,Bupleurum commelynoideum,Bupleurum commelynoideum var. commelynoideum ,Bupleurum commelynoideum
505962,Bupleurum commutatum f. tauricum H.Wolff,Bupleurum commutatum Boiss. & Balansa,Bupleurum commutatum Boiss. & Balansa,Bupleurum commutatum Boiss. & Balansa,Bupleurum commutatum,Bupleurum gerardi All.,Bupleurum gerardi
505969,Bupleurum corsicum Coss. & Kralik,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. corsicum (Coss. & Kralik) Rouy & E.G.Camus,Bupleurum falcatum
505973,Bupleurum dahuricum Fisch. & C.A.Mey. ex Turcz.,Bupleurum sibiricum Vest ex Roem. & Schult.,Bupleurum sibiricum Vest ex Roem. & Schult.,Bupleurum sibiricum Vest ex Roem. & Schult.,Bupleurum sibiricum,Bupleurum sibiricum var. sibiricum ,Bupleurum sibiricum
505977,Bupleurum debuenii Caball.,Bupleurum lancifolium Hornem.,Bupleurum lancifolium Hornem.,Bupleurum lancifolium Hornem.,Bupleurum lancifolium,Bupleurum lancifolium var. lancifolium ,Bupleurum lancifolium
505987,Bupleurum dilatatum Schur,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
505991,Bupleurum divaricatum var. aristatum (Bartl.) Briq.,Bupleurum baldense Turra,Bupleurum baldense Turra,Bupleurum baldense Turra,Bupleurum baldense,Bupleurum veronense Turra,Bupleurum veronense
505992,Bupleurum divaricatum subsp. aristatum (Bartl.) H.Wolff,Bupleurum baldense Turra,Bupleurum baldense Turra,Bupleurum baldense Turra,Bupleurum baldense,Bupleurum veronense Turra,Bupleurum veronense
505998,Bupleurum divaricatum f. humile (Vest ex Rchb.) H.Wolff,Bupleurum baldense Turra,Bupleurum baldense Turra,Bupleurum baldense Turra,Bupleurum baldense,Bupleurum veronense Turra,Bupleurum veronense
506015,Bupleurum exaltatum var. multicaule Ledeb.,Bupleurum bicaule Helm,Bupleurum bicaule Helm,Bupleurum bicaule Helm,Bupleurum bicaule,Bupleurum bicaule var. bicaule ,Bupleurum bicaule
506020,Bupleurum falcatum var. alpigenum (Jord. & Fourr.) Briq.,Bupleurum falcatum subsp. cernuum (Nyman) Arcang.,Bupleurum falcatum subsp. cernuum (Nyman) Arcang.,Bupleurum exaltatum M.Bieb.,Bupleurum exaltatum,Bupleurum alpigenum Jord. & Fourr.,Bupleurum alpigenum
506022,Bupleurum falcatum f. angustifolium Schur,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506023,Bupleurum falcatum f. angustifolium (Lamotte) H.Wolff,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506029,Bupleurum falcatum subsp. corsicum (Coss. & Kralik) Rouy & E.G.Camus,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. corsicum (Coss. & Kralik) Rouy & E.G.Camus,Bupleurum falcatum
506030,Bupleurum falcatum var. corsicum (Coss. & Kralik) Calest.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. corsicum (Coss. & Kralik) Rouy & E.G.Camus,Bupleurum falcatum
506032,Bupleurum falcatum var. dilatatum Schur,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. dilatatum (Schur) Soó,Bupleurum falcatum
506035,Bupleurum falcatum f. elatum Schur,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506036,Bupleurum falcatum f. ellipticum Schur,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506037,Bupleurum falcatum var. elongatum (Briq.) Rouy & E.G.Camus,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506038,Bupleurum falcatum f. elongatum (Briq.) H.Wolff,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506045,Bupleurum falcatum f. giganteum Schur,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506053,Bupleurum falcatum var. latifolium Gaudin,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506054,Bupleurum falcatum var. latifolium Schur,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506055,Bupleurum falcatum f. lato-oblongum Schur,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506064,Bupleurum falcatum f. montenegrinum H.Wolff,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506065,Bupleurum falcatum f. multicaule Schur,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506066,Bupleurum falcatum var. nanum Brunard,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506067,Bupleurum falcatum var. nigrocarpum C.B.Clarke,Bupleurum gracillimum Klotzsch,Bupleurum gracillimum Klotzsch,Bupleurum gracillimum Klotzsch,Bupleurum gracillimum,Bupleurum rupestre Edgew.,Bupleurum rupestre
506071,Bupleurum falcatum var. parnassicum (Halácsy) H.Wolff,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506074,Bupleurum falcatum var. petiolare (Lapeyr.) DC.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506075,Bupleurum falcatum f. petiolare (Lapeyr.) H.Wolff,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506076,Bupleurum falcatum f. polymorphum Schur,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506080,Bupleurum falcatum var. proliferum Lecoq & Lamotte,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506087,Bupleurum falcatum var. sibthorpianum (Sm.) H.Wolff,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506090,Bupleurum falcatum f. suborbiculatum Schur,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506091,Bupleurum falcatum f. subspathulatum Schur,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506093,Bupleurum falcatum var. variifolium Schur,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506094,Bupleurum falcatum var. verum H.Wolff,Bupleurum marginatum Wall. ex DC.,Bupleurum marginatum Wall. ex DC.,Bupleurum marginatum Wall. ex DC.,Bupleurum marginatum,Bupleurum marginatum var. marginatum ,Bupleurum marginatum
506096,Bupleurum falvatum var. stenophyllum Rouy,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506104,Bupleurum flexuosum Moench,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506105,Bupleurum flexuosum Ledeb.,Bupleurum sibiricum Vest ex Roem. & Schult.,Bupleurum sibiricum Vest ex Roem. & Schult.,Bupleurum sibiricum Vest ex Roem. & Schult.,Bupleurum sibiricum,Bupleurum sibiricum var. sibiricum ,Bupleurum sibiricum
506184,Bupleurum hazaricum Nasir,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule,Bupleurum longicaule var. longicaule ,Bupleurum longicaule
506186,Bupleurum heterophyllum Link,Bupleurum lancifolium Hornem.,Bupleurum lancifolium Hornem.,Bupleurum lancifolium Hornem.,Bupleurum lancifolium,Bupleurum lancifolium var. lancifolium ,Bupleurum lancifolium
506189,Bupleurum himalayense Klotzsch,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule,Bupleurum longicaule var. longicaule ,Bupleurum longicaule
506207,Bupleurum jucundum var. cashemiricum C.B.Clarke,Bupleurum jucundum Kurz,Bupleurum jucundum Kurz,Bupleurum jucundum Kurz,Bupleurum jucundum,Bupleurum swatianum Nasir,Bupleurum swatianum
506253,Bupleurum lancifolium var. heterophyllum (Link) Maire,Bupleurum lancifolium Hornem.,Bupleurum lancifolium Hornem.,Bupleurum lancifolium Hornem.,Bupleurum lancifolium,Bupleurum lancifolium var. lancifolium ,Bupleurum lancifolium
506259,Bupleurum latifolium Freyn,Bupleurum sibiricum Vest ex Roem. & Schult.,Bupleurum sibiricum Vest ex Roem. & Schult.,Bupleurum sibiricum Vest ex Roem. & Schult.,Bupleurum sibiricum,Bupleurum sibiricum var. sibiricum ,Bupleurum sibiricum
506266,Bupleurum leveillei H.Boissieu,Bupleurum longiradiatum Turcz.,Bupleurum longiradiatum Turcz.,Bupleurum longiradiatum Turcz.,Bupleurum longiradiatum,Bupleurum longeradiatum var. longeradiatum ,Bupleurum longeradiatum
506278,Bupleurum longicaule var. clarkeanum H.Wolff,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule,Bupleurum clarkeanum (H.Wolff) Nasir,Bupleurum clarkeanum
506279,Bupleurum longicaule var. dalhousieanum C.B.Clarke,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule,Bupleurum dalhousieanum Koso-Pol.,Bupleurum dalhousieanum
506282,Bupleurum longicaule var. hazaricum (Nasir) Nasir,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule,Bupleurum longicaule var. longicaule ,Bupleurum longicaule
506283,Bupleurum longicaule var. himalayense (Klotzsch) C.B.Clarke,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule,Bupleurum longicaule var. longicaule ,Bupleurum longicaule
506284,Bupleurum longicaule f. obtusiusculum Nasir,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule,Bupleurum longicaule var. longicaule ,Bupleurum longicaule
506286,Bupleurum longicaule var. ramosum Nasir,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule,Bupleurum longicaule var. longicaule ,Bupleurum longicaule
506287,Bupleurum longicaule var. strictum C.B.Clarke,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule,Bupleurum longicaule var. longicaule ,Bupleurum longicaule
506288,Bupleurum longicaule var. tibetanicum H.Wolff,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule Wall. & DC.,Bupleurum longicaule,Bupleurum longicaule var. longicaule ,Bupleurum longicaule
506291,Bupleurum longifolium f. angustatum H.Wolff,Bupleurum aureum Fisch. ex Hoffm.,Bupleurum aureum Fisch. ex Hoffm.,Bupleurum aureum Fisch. ex Hoffm.,Bupleurum aureum,Bupleurum aureum var. aureum ,Bupleurum aureum
506299,Bupleurum longifolium f. platyphyllum Rouy & E.G.Camus,Bupleurum longifolium L.,Bupleurum longifolium L.,Bupleurum longifolium L.,Bupleurum longifolium,Bupleurum subovatum Link ex Spreng.,Bupleurum subovatum
506307,Bupleurum longiradiatum f. australe R.H.Shan & Yin Li,Bupleurum longiradiatum Turcz.,Bupleurum longiradiatum Turcz.,Bupleurum longiradiatum Turcz.,Bupleurum longiradiatum,Bupleurum longeradiatum var. longeradiatum ,Bupleurum longeradiatum
506321,Bupleurum marginatum var. minutum X.F.Zhang,Bupleurum marginatum Wall. ex DC.,Bupleurum marginatum Wall. ex DC.,Bupleurum marginatum Wall. ex DC.,Bupleurum marginatum,Bupleurum marginatum var. marginatum ,Bupleurum marginatum
506358,Bupleurum nigrocarpa Jacquem. ex C.B.Clarke,Bupleurum gracillimum Klotzsch,Bupleurum gracillimum Klotzsch,Bupleurum gracillimum Klotzsch,Bupleurum gracillimum,Bupleurum rupestre Edgew.,Bupleurum rupestre
506363,Bupleurum nordmannianum Ledeb.,Bupleurum falcatum subsp. persicum (Boiss.) Koso-Pol.,Bupleurum falcatum subsp. persicum (Boiss.) Koso-Pol.,Bupleurum persicum Boiss.,Bupleurum persicum,Bupleurum nordmannianum Ledeb.,Bupleurum nordmannianum
506368,Bupleurum obtusatum Lapeyr.,Bupleurum ranunculoides L.,Bupleurum ranunculoides L.,Bupleurum ranunculoides L.,Bupleurum ranunculoides,Bupleurum ranunculoides subsp. ranunculoides ,Bupleurum ranunculoides
506372,Bupleurum occidentale (Koso-Pol.) Manden.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum L.,Bupleurum falcatum,Bupleurum falcatum subsp. falcatum ,Bupleurum falcatum
506386,Bupleurum oeneum Boiss. & A.Huet,Bupleurum falcatum subsp. persicum (Boiss.) Koso-Pol.,Bupleurum falcatum subsp. persicum (Boiss.) Koso-Pol.,Bupleurum persicum Boiss.,Bupleurum persicum,Bupleurum nordmannianum Ledeb.,Bupleurum nordmannianum
506391,Bupleurum olympicum var. oeneum (Boiss. & A.Huet) Boiss.,Bupleurum falcatum subsp. persicum (Boiss.) Koso-Pol.,Bupleurum falcatum subsp. persicum (Boiss.) Koso-Pol.,Bupleurum persicum Boiss.,Bupleurum persicum,Bupleurum nordmannianum Ledeb.,Bupleurum nordmannianum
