,taxon_name_w_authors,202207_accepted_name_w_author,202412_taxon_name_w_authors,202412_chained_accepted_name_w_author,202412_chained_accepted_species,202412_direct_accepted_name_w_author,202412_direct_accepted_species,202412_chained_accepted_genus,202412_direct_accepted_genus
count,18896,18896,18896,18896,18255,18896,18349,18896,18896
unique,18896,9022,9022,8918,8470,10752,10115,2700,2760
top,Phlebiophyllum v.d.Bosch,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex,Piper,Senecio
freq,1,67,67,68,68,66,66,321,383
