,taxon_name_w_authors,202207_accepted_name_w_author,202412_taxon_name_w_authors,202412_chained_accepted_name_w_author,202412_chained_accepted_species,202412_direct_accepted_name_w_author,202412_direct_accepted_species
count,53238,53238,53238,53238,52597,53238,52691
unique,53238,16499,16499,16364,15333,19497,17407
top,Pyramidium Boiss.,Mentha longifolia (L.) L.,Mentha longifolia (L.) L.,Mentha longifolia (L.) L.,Mentha longifolia,Mentha longifolia subsp. longifolia ,Mentha longifolia
freq,1,239,239,239,239,240,240
