,taxon_name_w_authors,v12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species,v13_direct_accepted_name_w_author,v13_direct_accepted_species,v13_chained_accepted_genus,v13_direct_accepted_genus
count,1457,1457,1457,1457,1401,1457,1402,1457,1457
unique,1457,631,631,627,584,723,664,348,345
top,Pouzolzia auriculata Wight,Rosa × malmundariensis Lej.,Rosa × malmundariensis Lej.,Rosa × malmundariensis Lej.,Rosa × malmundariensis,Eria stellata Lindl.,Puccinellia capillaris,Rubus,Rubus
freq,1,27,27,27,27,21,21,81,81
