,201807_202207
number of new accepted species names,418152
number of old accepted species names,371192
new accepted species names which were previously published,248042
number of new species names,965735
number of old species names,811581
new species names not in old,360775
species names have disappearedbut this could be due to orthographic changes with authorship,206621
