,202306_202412,Percentages
original_names,1335672,100.0
total_disagreements,38767,2.9024341305350414
species_disagreements,14872,1.1134470139375536
genus_disagreements,3859,0.28891823741158007
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
