,202306_202406,Percentages
original_names,1335672,100.0
total_disagreements,32162,2.4079264969243948
species_disagreements,11889,0.8901137404991645
genus_disagreements,3373,0.2525320587689193
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
