,201905_202212,Percentages
original_names,1046233,100.0
total_disagreements,46675,4.461243336809296
species_disagreements,19430,1.8571388973584277
genus_disagreements,5927,0.5665086075472672
unresolved_via_chaining_despite_a_direct_resolution,0,0.0
